Brands,Months,Total Units,vs. Prior Period
Exotic Genetix,05/2021,"7,140.788077",-0.2815529600094330
Exotic Genetix,06/2021,"13,331.488038000000",0.8669491230162440
Exotic Genetix,07/2021,"8,140.081475000000",-0.389409385374119
Exotic Genetix,08/2021,"7,052.421650000000",-0.13361780571121400
Exotic Genetix,09/2021,"7,040.1962860000000",-0.0017334987337296600
Expenda Farms,05/2021,"1,643.9917450000000",
Expenda Farms,06/2021,489.79733400000000,-0.7020682521736140
Expenda Farms,07/2021,236.234322,-0.5176896532474800
Expenda Farms,08/2021,"2,211.5992890000000",8.361888104472810
Expenda Farms,09/2021,"1,248.130773",-0.43564334678170500
Extract Harmony,08/2020,189.903648,
Extract Harmony,09/2020,360.59868800000000,0.898850768785653
Extract Harmony,10/2020,,-1
Exxus Vape,12/2019,223.60655200000000,
Exxus Vape,01/2020,307.034176,0.37310008697777300
Exxus Vape,02/2020,317.52459100000000,0.03416692935186490
Exxus Vape,03/2020,,-1
Exxus Vape,05/2020,441.4695120000000,
Exxus Vape,06/2020,245.35935000000000,-0.4442213033275100
Exxus Vape,07/2020,180.43653100000000,-0.26460299556548400
Exxus Vape,08/2020,306.43543200000000,0.6983003957219720
Exxus Vape,09/2020,171.913328,-0.4389900447282480
Exxus Vape,10/2020,201.57245000000000,0.17252369170585800
Exxus Vape,11/2020,235.13789200000000,0.16651800382443100
Exxus Vape,12/2020,275.641545,0.1722548954381200
Exxus Vape,01/2021,372.07706900000000,0.3498584511271690
Exxus Vape,02/2021,157.56107300000000,-0.5765364594398050
Exxus Vape,03/2021,253.05273000000000,0.6060612255414130
Exxus Vape,04/2021,177.87349900000000,-0.29708919164792200
Exxus Vape,05/2021,230.36827000000000,0.29512418260800000
Exxus Vape,06/2021,334.90416,0.4537772932010130
Exxus Vape,07/2021,314.979097,-0.05949482084665650
Exxus Vape,08/2021,492.87069,0.5647726934717830
Exxus Vape,09/2021,512.9247000000000,0.04068817725801450
Eyce LLC.,08/2018,186.83526400000000,
Eyce LLC.,09/2018,303.533589,0.62460545456772
Eyce LLC.,10/2018,540.0018960000000,0.7790515302739700
Eyce LLC.,11/2018,353.1681000000000,-0.3459872963112710
Eyce LLC.,12/2018,440.740078,0.24796117769413500
Eyce LLC.,01/2019,620.4592340000000,0.40776676542676500
Eyce LLC.,02/2019,275.5130130000000,-0.5559530781356700
Eyce LLC.,03/2019,398.47535,0.44630319149389900
Eyce LLC.,04/2019,"1,095.5096100000000",1.7492531470265300
Eyce LLC.,05/2019,611.5023170000000,-0.4418101754488490
Eyce LLC.,06/2019,769.1633600000000,0.2578257491704640
Eyce LLC.,07/2019,760.9825090000000,-0.010636038357313000
Eyce LLC.,08/2019,424.127956,-0.44265741855572700
Eyce LLC.,09/2019,486.682524,0.14748984855881600
Eyce LLC.,10/2019,471.216856,-0.031777734431244900
Eyce LLC.,11/2019,291.2616,-0.3818947767012820
Eyce LLC.,12/2019,204.16250400000000,-0.29904077983503500
Eyce LLC.,01/2020,326.22381200000000,0.5978634940723490
Eyce LLC.,02/2020,331.74211000000000,0.01691568118883950
Eyce LLC.,03/2020,196.15108800000000,-0.4087241803580500
Eyce LLC.,04/2020,244.78462400000000,0.24793916004177300
Eyce LLC.,05/2020,240.80155200000000,-0.016271740989744600
Eyce LLC.,06/2020,206.61840000000000,-0.1419556963652800
Eyce LLC.,07/2020,268.45435100000000,0.2992761099689090
Eyce LLC.,08/2020,99.26781600000000,-0.6302245963597740
Eyce LLC.,09/2020,92.24617600000000,-0.07073430526566660
Eyce LLC.,10/2020,,-1
Eyce LLC.,11/2020,71.73698400000000,
Eyce LLC.,12/2020,119.84415,0.6706048026775140
Eyce LLC.,01/2021,53.153867,-0.55647508034393
Eyce LLC.,02/2021,84.54496600000000,0.5905703718602450
Eyce LLC.,03/2021,72.30078000000000,-0.14482454224418300
Eyce LLC.,04/2021,244.05898700000000,2.375606556388470
Eyce LLC.,05/2021,301.5730080000000,0.23565623092584500
Eyce LLC.,06/2021,167.45208000000000,-0.4447378394023910
Eyce LLC.,07/2021,153.233069,-0.08491391089319420
Eyce LLC.,08/2021,206.41593,0.3470716950790830
Eyce LLC.,09/2021,222.82795300000000,0.07950947875001720
FA Nino's,08/2020,617.1868560000000,
FA Nino's,09/2020,153.044792,-0.7520284326988320
FA Nino's,10/2020,528.1198200000000,2.4507532931927500
FA Nino's,11/2020,124.543375,-0.7641759118224350
FA Nino's,12/2020,206.131938,0.655101590108667
FA Nino's,01/2021,98.13021600000000,-0.5239446300650410
FA Nino's,02/2021,80.702013,-0.17760281909498700
FA Nino's,03/2021,76.31749,-0.054329784809704700
FA Nino's,04/2021,196.488167,1.574615163575220
FA Nino's,05/2021,223.66664800000000,0.13832120994848500
FA Nino's,06/2021,74.097545,-0.6687143762265350
FA Nino's,07/2021,47.03404,-0.36524158796354200
FA Nino's,08/2021,44.758556,-0.04837951407108550
FA Nino's,09/2021,,-1
Fade Company,08/2018,"6,623.611456000000",
Fade Company,09/2018,"21,720.50662600000",2.2792543418778700
Fade Company,10/2018,"10,572.133894000000",-0.5132648572135570
Fade Company,11/2018,"20,739.647025000000",0.9617276164815100
Fade Company,12/2018,"10,038.748706000000",-0.5159633771057390
Fade Company,01/2019,"28,204.555022000000",1.809568786709700
Fade Company,02/2019,"19,766.593309000000",-0.29917017681783200
Fade Company,03/2019,"31,934.953207000000",0.6156022794509390
Fade Company,04/2019,"28,185.49596600000",-0.11740919789975500
Fade Company,05/2019,"31,966.42408000000",0.13414445921267300
Fade Company,06/2019,"33,994.27350000000",0.06343685533686980
Fade Company,07/2019,"27,838.80014700010",-0.18107383153812400
Fade Company,08/2019,"21,080.833716",-0.2427535093220710
Fade Company,09/2019,"18,907.89576",-0.10307647151311600
Fade Company,10/2019,"21,151.211278000000",0.11864437727363400
Fade Company,11/2019,"15,482.98122",-0.26798607339787100
Fade Company,12/2019,"15,200.384524000000",-0.01825208543396970
Fade Company,01/2020,"12,521.237610000000",-0.17625520655545900
Fade Company,02/2020,"20,350.009009000000",0.6252394246354370
Fade Company,03/2020,"26,840.941258000000",0.3189645884741060
Fade Company,04/2020,"22,186.666351000000",-0.1734020749221220
Fade Company,05/2020,"21,400.301483000000",-0.035443128569181600
Fade Company,06/2020,"21,661.70087400000",0.012214752731762100
Fade Company,07/2020,"4,999.412229000000",-0.7692050011178640
Fade Company,08/2020,"3,444.161616000000",-0.31108669214722600
Fade Company,09/2020,"1,459.669945",-0.5761900550139570
Fade Company,10/2020,528.119819,-0.6381923044938770
Fade Company,11/2020,,-1
Fade Company,12/2020,"6,607.40747",
Fade Company,01/2021,"2,878.486336",-0.5643546505843090
Fade Company,02/2021,,-1
Family First Farms,08/2019,"3,694.377722",
Family First Farms,09/2019,,-1
Family First Farms,08/2020,"1,027.2060960000000",
Family First Farms,09/2020,104.8252,-0.8979511507883420
Family First Farms,10/2020,415.239247,2.9612540400590700
Family First Farms,11/2020,"1,396.8784940000000",2.3640329137770500
Family First Farms,12/2020,717.0675070000000,-0.4866643662422940
Family First Farms,01/2021,341.411377,-0.523878332699295
Family First Farms,02/2021,"1,826.3634290000000",4.349450990908250
Family First Farms,03/2021,"1,505.663751",-0.1755946669254070
Family First Farms,04/2021,"1,958.3665330000000",0.30066658754275900
Family First Farms,05/2021,301.36358200000000,-0.8461148222655010
Family First Farms,06/2021,,-1
Family First Farms,07/2021,64.272763,
Family First Farms,08/2021,,-1
Far Out Weed,07/2020,"1,717.2276680000000",
Far Out Weed,08/2020,"4,272.83208",1.4882152551015100
Far Out Weed,09/2020,"5,753.645609000000",0.3465648781124110
Far Out Weed,10/2020,"5,493.857174000000",-0.045151970186282
Far Out Weed,11/2020,"4,445.700307000000",-0.19078706158588700
Far Out Weed,12/2020,"2,855.08714",-0.35778686307205400
Far Out Weed,01/2021,"9,588.139855",2.3582652244372500
Far Out Weed,02/2021,"6,281.306681000000",-0.34488787439573700
Far Out Weed,03/2021,"13,907.858375000000",1.2141664276748600
Far Out Weed,04/2021,"10,944.597757",-0.2130637613715270
Far Out Weed,05/2021,"10,050.758182000000",-0.08166947701922710
Far Out Weed,06/2021,"8,280.505356000000",-0.17613127228255900
Far Out Weed,07/2021,"5,384.439967",-0.34974500522501700
Far Out Weed,08/2021,362.281021,-0.9327170470428980
Far Out Weed,09/2021,,-1
Farm 2 Lab,03/2020,"2,043.2405000000000",
Farm 2 Lab,04/2020,"21,450.126898000000",9.498092073840550
Farm 2 Lab,05/2020,"32,376.660506000000",0.5093924926392290
Farm 2 Lab,06/2020,"11,227.12731",-0.6532339304135640
Farm 2 Lab,07/2020,"6,336.072830000000",-0.43564612255207400
Farm 2 Lab,08/2020,"4,768.955359",-0.24733261644026900
Farm 2 Lab,09/2020,601.696648,-0.8738305136649110
Farm 2 Lab,10/2020,,-1
Farm 2 Lab,11/2020,"1,759.5488020000000",
Farm 2 Lab,12/2020,"6,663.734252000000",2.7871835350208200
Farm 2 Lab,01/2021,"1,724.4341330000000",-0.7412210529730470
Farm 2 Lab,02/2021,"3,772.8191590000000",1.1878592442591100
Farm 2 Lab,03/2021,"7,426.394717000000",0.968394032161456
Farm 2 Lab,04/2021,"4,460.695128000000",-0.39934580668209300
Farm 2 Lab,05/2021,"4,213.959220000000",-0.05531333142478730
Farm 2 Lab,06/2021,"1,691.5799710000000",-0.5985770429453750
Farm 2 Lab,07/2021,"3,068.917961",0.8142316731178650
Farm 2 Lab,08/2021,"1,971.2722020000000",-0.35766539638691900
Farm 2 Lab,09/2021,868.1881120000000,-0.5595797926236880
Farm Cut,06/2020,"9,401.1372",
Farm Cut,07/2020,,-1
Farm Cut,09/2020,"3,991.743616",
Farm Cut,10/2020,"8,014.520612",1.0077743920916200
Farm Cut,11/2020,"1,115.90864",-0.8607641437306720
Farm Cut,12/2020,"2,740.4362300000000",1.455789059935950
Farm Cut,01/2021,,-1
Farm Cut,03/2021,902.1530660000000,
Farm Cut,04/2021,"10,376.229882",10.501629017353500
Farm Cut,05/2021,"12,446.169347000000",0.19948858964572500
Farm Cut,06/2021,"7,326.447130000000",-0.4113492331866790
Farm Cut,07/2021,"7,210.467448000000",-0.01583027625014800
Farm Cut,08/2021,"3,597.534831000000",-0.5010677384033030
Farm Cut,09/2021,"1,236.06443",-0.6564134919976820
Farm Direct,03/2021,"5,595.277030000000",
Farm Direct,04/2021,"5,979.445210000000",0.06865936716631200
Farm Direct,05/2021,"10,657.673873000000",0.7823850706376830
Farm Direct,06/2021,"10,842.52218",0.017344151191217100
Farm Direct,07/2021,"4,767.251203",-0.5603189807816470
Farm Direct,08/2021,"2,506.4791940000000",-0.474229679270375
Farm Direct,09/2021,"1,339.06979",-0.46575667047009200
Farmaceuticals Company,08/2018,"1,506.7360000000000",
Farmaceuticals Company,09/2018,"1,743.830227",0.15735618383047900
Farmaceuticals Company,10/2018,"1,950.9745920000000",0.1187870021936480
Farmaceuticals Company,11/2018,"2,591.894700000000",0.3285127908011210
Farmaceuticals Company,12/2018,"2,602.7488390000000",0.004187723752821560
Farmaceuticals Company,01/2019,"1,791.137034000000",-0.3118287069573070
Farmaceuticals Company,02/2019,"2,010.6587970000000",0.12256000452950400
Farmaceuticals Company,03/2019,"1,616.6714200000000",-0.19594939608244300
Farmaceuticals Company,04/2019,"1,764.0513720000000",0.091162588870409
Farmaceuticals Company,05/2019,"1,357.6473460000000",-0.23038106058058700
Farmaceuticals Company,06/2019,"1,137.262968",-0.1623281470326690
Farmaceuticals Company,07/2019,921.1893530000000,-0.18999441736856000
Farmaceuticals Company,08/2019,859.4171740000000,-0.06705698323458610
Farmaceuticals Company,09/2019,900.6423720000000,0.04796878541317080
Farmaceuticals Company,10/2019,717.534758,-0.20330779418403800
Farmaceuticals Company,11/2019,495.1447200000000,-0.3099362581679980
Farmaceuticals Company,12/2019,665.9586440000000,0.3449777753865580
Farmaceuticals Company,01/2020,724.4087590000000,0.0877683855095364
Farmaceuticals Company,02/2020,805.6594100000000,0.1121613315556280
Farmaceuticals Company,03/2020,742.5719760000000,-0.07830533996990060
Farmaceuticals Company,04/2020,585.7346360000000,-0.21120826676604900
Farmaceuticals Company,05/2020,468.2252400000000,-0.20061882766994200
Farmaceuticals Company,06/2020,456.2823000000000,-0.025506826586281100
Farmaceuticals Company,07/2020,541.3095930000000,0.1863479977198330
Farmaceuticals Company,08/2020,414.335232,-0.23456883573094200
Farmaceuticals Company,09/2020,239.00145600000000,-0.4231688798311030
Farmaceuticals Company,10/2020,439.427941,0.8385994309591150
Farmaceuticals Company,11/2020,645.6328560000000,0.46925763193560800
Farmaceuticals Company,12/2020,223.70908,-0.6535041890742930
Farmaceuticals Company,01/2021,347.54451500000000,0.5535556938502450
Farmaceuticals Company,02/2021,353.55167600000000,0.017284580077461400
Farmaceuticals Company,03/2021,445.85481000000000,0.2610739540094840
Farmaceuticals Company,04/2021,521.210718,0.16901445562514000
Farmaceuticals Company,05/2021,456.54802600000000,-0.12406247563005800
Farmaceuticals Company,06/2021,401.88499200000000,-0.11973118026360700
Farmaceuticals Company,07/2021,280.927299,-0.30097588963959100
Farmaceuticals Company,08/2021,248.54163,-0.1152813169645010
Farmaceuticals Company,09/2021,395.20428800000000,0.5900929272894850
Farmacy Phactory,08/2018,"4,984.282688",
Farmacy Phactory,09/2018,,-1
Farmacy Phactory,10/2018,52.25824800000000,
Farmacy Phactory,11/2018,59.859000000000000,0.14544597821189800
Farmacy Phactory,12/2018,,-1
Farmacy Phactory,02/2019,710.4718400000010,
Farmacy Phactory,03/2019,356.350813,-0.49843077102112900
Farmacy Phactory,04/2019,111.23636400000000,-0.6878459093062320
Farmacy Phactory,05/2019,90.883831,-0.1829665432070400
Farmacy Phactory,06/2019,54.940240000000000,-0.39548939128677400
Farmacy Phactory,07/2019,34.330038,-0.37513855054146100
Farmacy Phactory,08/2019,385.063539,10.216519451566
Farmacy Phactory,09/2019,,-1
Farmacy Phactory,10/2019,512.983799,
Farmacy Phactory,11/2019,372.81484800000000,-0.2732424518537280
Farmacy Phactory,12/2019,523.0448750000000,0.40296149095435100
Farmacy Phactory,01/2020,301.27726400000000,-0.42399346901162200
Farmacy Phactory,02/2020,173.453737,-0.4242720652163120
Farmacy Phactory,03/2020,56.043162000000000,-0.676898503489723
Farmacy Phactory,04/2020,,-1
Farmacy Phactory,06/2020,11.19183,
Farmacy Phactory,07/2020,96.59955500000000,7.63125646118642
Farmacy Phactory,08/2020,271.044295,1.8058544886671600
Farmacy Phactory,09/2020,91.407578,-0.662757786508659
Farmacy Phactory,10/2020,280.18570600000000,2.065234985221900
Farmacy Phactory,11/2020,332.381357,0.1862894854457710
Farmacy Phactory,12/2020,359.53245000000000,0.08168657004430020
Farmacy Phactory,01/2021,392.520864,0.0917536483841722
Farmacy Phactory,02/2021,57.64429500000000,-0.8531433605526760
Farmacy Phactory,03/2021,24.10026,-0.5819142206527120
Farmacy Phactory,04/2021,,-1
Farmacy Phactory,05/2021,15.497502000000000,
Farmacy Phactory,06/2021,,-1
Farmacy Phactory,07/2021,17.025898,
Farmacy Phactory,08/2021,,-1
Farmer and the Felon,03/2020,"1,373.057616",
Farmer and the Felon,04/2020,"108,592.57882200000",78.08814426764740
Farmer and the Felon,05/2020,"142,467.56266800000",0.3119456616047970
Farmer and the Felon,06/2020,"161,035.36777500000",0.13033005379806900
Farmer and the Felon,07/2020,"89,002.29942000000",-0.4473120988902590
Farmer and the Felon,08/2020,"85,856.086624",-0.03534979226944510
Farmer and the Felon,09/2020,"102,731.00219",0.19654885552730100
Farmer and the Felon,10/2020,"168,362.6837780000",0.6388692818027290
Farmer and the Felon,11/2020,"182,795.49980900000",0.08572455432007130
Farmer and the Felon,12/2020,"157,104.60561200000",-0.14054445664058400
Farmer and the Felon,01/2021,"208,714.792532",0.3285084273561090
Farmer and the Felon,02/2021,"167,616.64037300000",-0.19691058626186700
Farmer and the Felon,03/2021,"269,662.83012700000",0.6088070344741130
Farmer and the Felon,04/2021,"247,415.7088700000",-0.08249976923598480
Farmer and the Felon,05/2021,"151,737.25475700000",-0.38671131493624100
Farmer and the Felon,06/2021,"132,046.11684600000",-0.12977128090615900
Farmer and the Felon,07/2021,"120,767.66814100000",-0.08541295249260120
Farmer and the Felon,08/2021,"136,262.95086500000",0.1283065489507400
Farmer and the Felon,09/2021,"150,771.34411000000",0.10647349960426100
Farmer Max,08/2018,"27,571.249775000000",
Farmer Max,09/2018,"7,298.197342",-0.7352968254410590
Farmer Max,10/2018,"5,054.5338760000000",-0.3074270755996230
Farmer Max,11/2018,257.3937,-0.9490766693201600
Farmer Max,12/2018,400.2396430000000,0.554970626709201
Farmer Max,01/2019,854.302131,1.1344765465923600
Farmer Max,02/2019,"3,662.2713870000000",3.2868573706039400
Farmer Max,03/2019,"8,367.982382000000",1.284915970920100
Farmer Max,04/2019,"1,671.3544050000000",-0.800267934526825
Farmer Max,05/2019,"12,277.732308000000",6.345977771841870
Farmer Max,06/2019,"7,760.3089",-0.3679363008311000
Farmer Max,07/2019,"2,746.4030400000000",-0.6460961702181720
Farmer Max,08/2019,"3,878.538558",0.4122248269867920
Farmer Max,09/2019,"9,451.150854",1.436781461023700
Farmer Max,10/2019,"13,989.250455000000",0.4801637039873660
Farmer Max,11/2019,"5,174.747760000000",-0.6300911348577320
Farmer Max,12/2019,"1,341.6393120000000",-0.7407333894860220
Farmer Max,01/2020,"2,720.1309280000000",1.0274681158120400
Farmer Max,02/2020,"2,156.3237380000000",-0.20727207804462000
Farmer Max,03/2020,"6,076.013464",1.817764956590210
Farmer Max,04/2020,"2,607.3933610000000",-0.5708710363384410
Farmer Max,05/2020,,-1
Farmer's Reserve,09/2019,"1,699.4729940000000",
Farmer's Reserve,10/2019,880.854248,-0.48168976435056000
Farmer's Reserve,11/2019,934.4643000000000,0.06086143322998440
Farmer's Reserve,12/2019,561.446886,-0.3991778112871730
Farmer's Reserve,01/2020,436.5642270000000,-0.22243005013300600
Farmer's Reserve,02/2020,,-1
Farmer's Reserve,04/2020,210.361787,
Farmer's Reserve,05/2020,,-1
Feeling Frosty,11/2018,341.19630000000000,
Feeling Frosty,12/2018,643.2422760000000,0.8852557193615530
Feeling Frosty,01/2019,645.0434610000000,0.002800165765223750
Feeling Frosty,02/2019,716.333817,0.11052023671316700
Feeling Frosty,03/2019,757.103165,0.056913895494619700
Feeling Frosty,04/2019,"1,096.6332140000000",0.44845942362425500
Feeling Frosty,05/2019,393.82993400000000,-0.6408736038884920
Feeling Frosty,06/2019,"1,398.2290930000000",2.550337270706290
Feeling Frosty,07/2019,714.6369670000000,-0.4888985141435620
Feeling Frosty,08/2019,585.9662770000000,-0.18005042551906000
Feeling Frosty,09/2019,562.7616200000000,-0.03960066971567380
Feeling Frosty,10/2019,183.132,-0.67458335200613
Feeling Frosty,11/2019,"1,187.376456",5.483719153397550
Feeling Frosty,12/2019,"1,643.9942570000000",0.38456026198990100
Feeling Frosty,01/2020,27.824972000000000,-0.9830747754248390
Feeling Frosty,02/2020,,-1
Feeling Frosty,03/2020,9.340528,
Feeling Frosty,04/2020,,-1
Feeling Frosty,09/2020,234.80845000000000,
Feeling Frosty,10/2020,723.6451130000000,2.0818529443893500
Feeling Frosty,11/2020,698.4392470000000,-0.03483180573901060
Feeling Frosty,12/2020,"1,097.672544",0.5716077650487480
Feeling Frosty,01/2021,"2,416.8654140000000",1.2018091162167200
Feeling Frosty,02/2021,"2,629.1563020000000",0.08783728161703960
Feeling Frosty,03/2021,"3,728.2097970000000",0.41802516425666700
Feeling Frosty,04/2021,"5,994.481661000000",0.6078713343395020
Feeling Frosty,05/2021,"4,150.189110000000",-0.3076650585152230
Feeling Frosty,06/2021,"2,768.5061760000000",-0.33292047600211700
Feeling Frosty,07/2021,"3,230.7703190000000",0.16697240808322700
Feeling Frosty,08/2021,"2,890.1179370000000",-0.10543998748429800
Feeling Frosty,09/2021,"1,848.631120000000",-0.3603613553850640
Feelz Flower,03/2021,"24,307.120565000000",
Feelz Flower,04/2021,,-1
Feelz Flower,05/2021,"45,591.974905000000",
Feelz Flower,06/2021,"217,625.53747600000",3.773329910131470
Feelz Flower,07/2021,"42,933.566502",-0.8027181598265560
Feelz Flower,08/2021,"57,239.138107000000",0.33320249796470100
Feelz Flower,09/2021,"208,613.09398200000",2.6445883163374900
Fiddler's Greens,08/2018,"3,998.877344000000",
Fiddler's Greens,09/2018,"3,410.2891840000000",-0.1471883504711980
Fiddler's Greens,10/2018,"3,408.399064000000",-0.0005542403878440360
Fiddler's Greens,11/2018,"2,684.6761500000000",-0.21233514632839400
Fiddler's Greens,12/2018,"2,060.7577070000000",-0.23239989039273800
Fiddler's Greens,01/2019,"2,054.539565000000",-0.003017405675048840
Fiddler's Greens,02/2019,"2,075.140590000000",0.010027076309919400
Fiddler's Greens,03/2019,"3,065.4139660000000",0.4772078483607680
Fiddler's Greens,04/2019,"5,415.750072000000",0.7667271474811340
Fiddler's Greens,05/2019,"1,590.4670510000000",-0.706325618823719
Fiddler's Greens,06/2019,"5,326.456268000000",2.3489887543731300
Fiddler's Greens,07/2019,"1,782.3011610000000",-0.665387065748082
Fiddler's Greens,08/2019,"2,954.944121000000",0.6579376065389880
Fiddler's Greens,09/2019,"4,995.488436000000",0.6905525896406600
Fiddler's Greens,10/2019,"6,875.4823120000100",0.3763383501104380
Fiddler's Greens,11/2019,"2,231.0638560000000",-0.6755043857641740
Fiddler's Greens,12/2019,"1,972.3556190000000",-0.11595734308736100
Fiddler's Greens,01/2020,"1,835.0089440000000",-0.06963585758922800
Fiddler's Greens,02/2020,"2,046.1379490000000",0.115056117677429
Fiddler's Greens,03/2020,"1,996.53786",-0.024240833333960200
Fiddler's Greens,04/2020,"1,458.8726530000000",-0.26929877853656200
Fiddler's Greens,05/2020,"1,289.8490540000000",-0.11585904955612200
Fiddler's Greens,06/2020,"1,112.726182",-0.13732062015374400
Fiddler's Greens,07/2020,"1,644.8330140000000",0.4782010530601500
Fiddler's Greens,08/2020,"1,539.9459500000000",-0.06376760625987740
Fiddler's Greens,09/2020,634.8214090000000,-0.5877638374255930
Fiddler's Greens,10/2020,821.8108820000000,0.2945544531879520
Fiddler's Greens,11/2020,788.7082870000000,-0.04028006409387080
Fiddler's Greens,12/2020,770.1984090000010,-0.02346859834629730
Fiddler's Greens,01/2021,743.745261,-0.03434588761919980
Fiddler's Greens,02/2021,710.9463170000000,-0.04409970149712340
Fiddler's Greens,03/2021,574.3895360000000,-0.19207748564790700
Fiddler's Greens,04/2021,646.1358270000000,0.12490877097036900
Fiddler's Greens,05/2021,"5,482.764826",7.4854679107586400
Fiddler's Greens,06/2021,"1,754.0605380000000",-0.6800773708764580
Fiddler's Greens,07/2021,723.600613,-0.587471129231915
Fiddler's Greens,08/2021,657.1609210000000,-0.09181818092240830
Fiddler's Greens,09/2021,525.537617,-0.2002908264838840
Field Extracts,09/2018,"1,316.502547",
Field Extracts,10/2018,"1,936.4583940000000",0.4709112400980410
Field Extracts,11/2018,"3,959.672850000000",1.0448014076981000
Field Extracts,12/2018,"8,123.316141000000",1.0515119427101200
Field Extracts,01/2019,"11,585.027509000000",0.4261450998475920
Field Extracts,02/2019,"16,060.650047000000",0.3863281752695930
Field Extracts,03/2019,"11,925.79806400000",-0.2574523428939520
Field Extracts,04/2019,"9,682.619659000000",-0.1880946158036500
Field Extracts,05/2019,"7,629.192785000000",-0.21207348282975600
Field Extracts,06/2019,"5,173.172933000000",-0.32192394676784900
Field Extracts,07/2019,"5,218.165824000000",0.008697349109090030
Field Extracts,08/2019,"4,400.327597000000",-0.15672906047533000
Field Extracts,09/2019,"5,232.676199999990",0.1891560536464270
Field Extracts,10/2019,"8,086.723755999990",0.5454278932833660
Field Extracts,11/2019,"10,072.797000000000",0.2455967711925890
Field Extracts,12/2019,"12,860.536460000000",0.2767592218923900
Field Extracts,01/2020,"16,850.41942500000",0.3102423431098440
Field Extracts,02/2020,"18,059.566400000000",0.07175767822171040
Field Extracts,03/2020,"16,873.196880000000",-0.06569202680303300
Field Extracts,04/2020,"12,473.743688000000",-0.26073619737198500
Field Extracts,05/2020,"17,001.035682000000",0.36294572882360700
Field Extracts,06/2020,"16,361.164132000000",-0.03763720998935980
Field Extracts,07/2020,"15,407.959580999900",-0.05826019122537320
Field Extracts,08/2020,"15,535.413133000000",0.00827192927979928
Field Extracts,09/2020,"12,860.165231000000",-0.17220320303663300
Field Extracts,10/2020,"14,239.884224000000",0.1072862570749980
Field Extracts,11/2020,"11,034.742196000000",-0.22508202858827000
Field Extracts,12/2020,"12,470.482956000000",0.13011094726983600
Field Extracts,01/2021,"11,837.93893100000",-0.05072329814585640
Field Extracts,02/2021,"7,458.499339000000",-0.369949500291098
Field Extracts,03/2021,"10,368.835670000000",0.390204007364061
Field Extracts,04/2021,"11,890.557862000000",0.14675921583006400
Field Extracts,05/2021,"12,600.893098000000",0.05973943731185990
Field Extracts,06/2021,"10,441.160423000000",-0.1713952065304610
Field Extracts,07/2021,"8,868.36401",-0.15063425417115800
Field Extracts,08/2021,"9,686.17288600001",0.09221643079578670
Field Extracts,09/2021,"9,295.41493600001",-0.04034183104090410
Fields Family Farmz,08/2018,"9,519.558048",
Fields Family Farmz,09/2018,"12,669.551557000000",0.33089703252156700
Fields Family Farmz,10/2018,"6,930.024332000000",-0.4530173936447560
Fields Family Farmz,11/2018,"3,419.4453750000000",-0.5065752714300860
Fields Family Farmz,12/2018,"2,963.08365",-0.13346074434658900
Fields Family Farmz,01/2019,"1,327.255954",-0.5520693605798140
Fields Family Farmz,02/2019,389.821607,-0.7062950775807940
Fields Family Farmz,03/2019,441.16914400000000,0.13172060264991900
Fields Family Farmz,04/2019,457.866837,0.037848732684713800
Fields Family Farmz,05/2019,,-1
Fields Family Farmz,02/2020,"15,575.292138000000",
Fields Family Farmz,03/2020,"12,315.019135000000",-0.20932339336645300
Fields Family Farmz,04/2020,"9,641.454368000000",-0.2170978979156900
Fields Family Farmz,05/2020,"10,972.078127000000",0.13801068886623000
Fields Family Farmz,06/2020,,-1
Fields Family Farmz,04/2021,"13,859.499768000000",
Fields Family Farmz,05/2021,"29,864.942511",1.1548355287652400
Fields Family Farmz,06/2021,"14,908.468028",-0.5008037258900180
Fields Family Farmz,07/2021,"40,463.90702400000",1.7141559379544300
Fields Family Farmz,08/2021,"47,834.16507600000",0.18214400422649700
Fields Family Farmz,09/2021,"30,328.312206000000",-0.3659696545802840
Fig Farms,08/2018,"10,535.550134",
Fig Farms,09/2018,,-1
Fig Farms,10/2018,"32,629.759725000000",
Fig Farms,11/2018,"16,867.368315000000",-0.48306795829462700
Fig Farms,12/2018,"63,022.55548900000",2.736359716112600
Fig Farms,01/2019,"51,502.79924200000",-0.1827878313980880
Fig Farms,02/2019,"36,647.62734300000",-0.2884342621689150
Fig Farms,03/2019,"14,213.117729000000",-0.6121681331243170
Fig Farms,04/2019,"34,782.99192500000",1.4472457477805800
Fig Farms,05/2019,"35,807.38789800000",0.029451059736575700
Fig Farms,06/2019,"38,686.44468700000",0.08040398805970440
Fig Farms,07/2019,"49,295.646004000000",0.27423562446318800
Fig Farms,08/2019,"57,301.08212200000",0.16239641361734900
Fig Farms,09/2019,"25,796.97078",-0.5497995879890100
Fig Farms,10/2019,"42,014.337552000000",0.6286539187218490
Fig Farms,11/2019,"52,739.830143",0.25528172561867300
Fig Farms,12/2019,"40,801.75489700000",-0.22635786299710900
Fig Farms,01/2020,"42,999.77671000000",0.05387076655277860
Fig Farms,02/2020,"29,559.525451",-0.3125656058552120
Fig Farms,03/2020,"35,023.594066000000",0.18484967304558500
Fig Farms,04/2020,"26,480.341642000000",-0.24392849026004300
Fig Farms,05/2020,"48,618.16778500000",0.8360098386301610
Fig Farms,06/2020,"52,699.09908100000",0.08393840167006700
