Brands,Months,ARP,vs. Prior Period
Buddies,01/2020,46.65333407331040,-0.028220811493359200
Buddies,02/2020,44.79572929964350,-0.03981719228786330
Buddies,03/2020,43.806524140462200,-0.022082577394028900
Buddies,04/2020,43.04575853594780,-0.017366490938085900
Buddies,05/2020,42.8922133659984,-0.0035670220521532300
Buddies,06/2020,41.494332474144,-0.0325905515746252
Buddies,07/2020,40.30881590747180,-0.02857056605045840
Buddies,08/2020,39.44824386481780,-0.021349474631788600
Buddies,09/2020,38.730753377785500,-0.01818814772822260
Buddies,10/2020,39.6931873630586,0.024849348420500600
Buddies,11/2020,38.818031068875900,-0.022048022653810800
Buddies,12/2020,38.87960426271840,0.0015862008491154700
Buddies,01/2021,39.23871319426710,0.009236434844401810
Buddies,02/2021,39.12221903600810,-0.00296885776254327
Buddies,03/2021,40.18632429507080,0.027199511819187300
Buddies,04/2021,38.91435351058920,-0.03165183198000520
Buddies,05/2021,39.4752693502021,0.014414111735409600
Buddies,06/2021,38.70597074208910,-0.019488115490441900
Buddies,07/2021,38.97084809756670,0.006843320304316790
Buddies,08/2021,38.45360470578550,-0.013272572115603400
Buddies,09/2021,37.61296105140740,-0.021861244499964100
Buddy Buddy,09/2019,14.998490508302300,
Buddy Buddy,10/2019,14.137772843968700,-0.057386952630814700
Buddy Buddy,11/2019,13.551349508483100,-0.04147918784363200
Buddy Buddy,12/2019,,-1
Buddy Buddy,01/2020,14.232906743101400,
Buddy Buddy,02/2020,13.577303934518200,-0.046062467802015300
Buddy Buddy,03/2020,,-1
Buddy Buddy,08/2020,11.19158141935500,
Buddy Buddy,09/2020,10.412273377195200,-0.06963341577554280
Buddy Buddy,10/2020,12.967064171932900,0.24536339972912100
Buddy Buddy,11/2020,12.19586231093550,-0.059473898699959200
Buddy Buddy,12/2020,10.227777927562900,-0.16137312255549900
Buddy Buddy,01/2021,11.620799256898900,0.13619980206863500
Buddy Buddy,02/2021,12.482602367988100,0.0741603991289634
Buddy Buddy,03/2021,11.043515568847500,-0.11528740215511200
Buddy Buddy,04/2021,13.603928779402400,0.23184765707919200
Buddy Buddy,05/2021,13.384462023311900,-0.01613260107791680
Buddy Buddy,06/2021,13.660225800272100,0.020603276880305300
Buddy Buddy,07/2021,13.788992638204400,0.009426406255288060
Buddy Buddy,08/2021,12.881947787197700,-0.06578035646299830
Buddy Buddy,09/2021,12.9495240390411,0.005245810102613530
Buddy's Chocolate Haus,05/2020,9.932237702207480,
Buddy's Chocolate Haus,06/2020,11.152515731306400,0.12286033275539700
Buddy's Chocolate Haus,07/2020,14.835277771655300,0.330218053852275
Buddy's Chocolate Haus,08/2020,14.763148142484500,-0.004862034286181930
Buddy's Chocolate Haus,09/2020,14.718326527713300,-0.0030360472128668700
Buddy's Chocolate Haus,10/2020,14.208880665442200,-0.034613028954877500
Buddy's Chocolate Haus,11/2020,14.2246161286871,0.0011074386234466600
Buddy's Chocolate Haus,12/2020,14.501668583189900,0.01947697231309020
Buddy's Chocolate Haus,01/2021,15.156865137214700,0.045180770079407500
Buddy's Chocolate Haus,02/2021,18.664285706851000,0.23140804763278
Buddy's Chocolate Haus,03/2021,17.774812884497600,-0.04765640841143310
Buddy's Chocolate Haus,04/2021,15.177466332959100,-0.14612511357595200
Buddy's Chocolate Haus,05/2021,14.405843706879600,-0.05084001566215810
Buddy's Chocolate Haus,06/2021,14.352362618208900,-0.003712457927408680
Buddy's Chocolate Haus,07/2021,10.75528351860770,-0.2506262693668030
Buddy's Chocolate Haus,08/2021,11.200425686467500,0.04138823184806980
Buddy's Chocolate Haus,09/2021,11.267499365530700,0.005988493735928230
Buena Vista,09/2018,33.00185279868910,
Buena Vista,10/2018,33.492265960280200,0.014860170566259000
Buena Vista,11/2018,34.06753724756850,0.017176242657647000
Buena Vista,12/2018,32.76622886377570,-0.0381979000811281
Buena Vista,01/2019,30.776393208004200,-0.06072824749055560
Buena Vista,02/2019,27.634434089577900,-0.1020899069358510
Buena Vista,03/2019,32.826608379497800,0.1878878457611750
Buena Vista,04/2019,16.525461988947900,-0.49658332661412000
Buena Vista,05/2019,,-1
Buena Vista,12/2020,25.333333388961100,
Buena Vista,01/2021,,-1
Butter Brand,09/2018,13.309698476278900,
Butter Brand,10/2018,8.371317334225780,-0.3710362898794850
Butter Brand,11/2018,12.975444128031500,0.5499883244160280
Butter Brand,12/2018,12.751251508516500,-0.017278223180860600
Butter Brand,01/2019,13.958901282552500,0.09470833300005040
Butter Brand,02/2019,,-1
Butter Brand,03/2019,12.648138179726400,
Butter Brand,04/2019,15.59925684712690,0.23332435378756400
Butter Brand,05/2019,13.320491990537500,-0.1460816293315330
Butter Brand,06/2019,13.408295038548000,0.006591576953231630
Butter Brand,07/2019,13.166116079824400,-0.0180618757289669
Butter Brand,08/2019,,-1
Cactus Farms,08/2021,20.775326266360900,
Cactus Farms,09/2021,18.336439127241800,-0.117393445852549
Caldera,10/2020,40.386212376741000,
Caldera,11/2020,38.17732771812960,-0.05469402869488980
Caldera,12/2020,37.93052266445860,-0.0064647021785595800
Caldera,01/2021,35.81899307974810,-0.05566834929720270
Caldera,02/2021,36.62320251326230,0.02245203911019190
Caldera,03/2021,35.53422454809010,-0.0297346460833907
Caldera,04/2021,33.104435254172000,-0.0683788467264761
Caldera,05/2021,34.52280563843150,0.042845327925679700
Caldera,06/2021,34.46318133278190,-0.001727099073987290
Caldera,07/2021,33.85486180231220,-0.017651287749545100
Caldera,08/2021,34.510005560815600,0.019351541362921700
Caldera,09/2021,32.91269444374080,-0.046285449425963500
Calexo,07/2020,19.813121427867600,
Calexo,08/2020,19.185838646921100,-0.03165996752355380
Calexo,09/2020,20.40294976997980,0.06343799431744210
Calexo,10/2020,20.33636438334910,-0.0032635176472680500
Calexo,11/2020,20.938552778339500,0.029611408589994000
Calexo,12/2020,19.524591991849400,-0.06752905998129890
Calexo,01/2021,18.889646224784400,-0.03252030912246670
Calexo,02/2021,18.394429374513800,-0.02621631153794920
Calexo,03/2021,19.478305751287200,0.05892416419696770
Calexo,04/2021,20.565078379785100,0.05579400192062590
Calexo,05/2021,18.917605636829200,-0.08011020977071950
Calexo,06/2021,15.346160611104000,-0.1887894850060860
Calexo,07/2021,18.998852644093300,0.23801992730001200
Calexo,08/2021,18.746229658410700,-0.013296749567722700
Calexo,09/2021,18.11639025122820,-0.033598191138129100
Cali Blaise,03/2020,57.3967658427248,
Cali Blaise,04/2020,56.08144568100000,-0.022916276595253000
Cali Blaise,05/2020,53.49278595716990,-0.0461589335366768
Cali Blaise,06/2020,38.14288035602850,-0.2869528166551590
Cali Blaise,07/2020,38.754952438047000,0.016046823845117000
Cali Blaise,08/2020,37.01725228383230,-0.04483814441503030
Cali Blaise,09/2020,38.086676461467600,0.028889885435997400
Cali Blaise,10/2020,34.46373333625500,-0.09512363539722190
Cali Blaise,11/2020,38.46020163385950,0.11596156047900800
Cali Blaise,12/2020,33.199511800314900,-0.13678268989919200
Cali Blaise,01/2021,32.909073680625200,-0.008748264776803290
Cali Blaise,02/2021,33.91906742451160,0.030690433698870700
Cali Blaise,03/2021,34.79461676225690,0.025812895348428800
Cali Blaise,04/2021,33.833330576642100,-0.027627439962423200
Cali Blaise,05/2021,33.64801194507700,-0.005477398423584220
Cali Blaise,06/2021,32.949605506249900,-0.020756246757372900
Cali Blaise,07/2021,,-1
Cali Buds,09/2018,14.209103403130300,
Cali Buds,10/2018,14.482058980062000,0.019209908548594600
Cali Buds,11/2018,17.03065672833520,0.17598310791179500
Cali Buds,12/2018,16.030256375266100,-0.058741149506274200
Cali Buds,01/2019,10.412842947716700,-0.35042567604949800
Cali Buds,02/2019,14.190879314940300,0.3628246758539720
Cali Buds,03/2019,15.085313703264800,0.0630288207287382
Cali Buds,04/2019,19.69666667141330,0.30568492368511400
Cali Buds,05/2019,,-1
Cali Cans,09/2018,5.377435922894640,
Cali Cans,10/2018,9.057855626964120,0.684419071996738
Cali Cans,11/2018,10.006208274066700,0.1046994659839210
Cali Cans,12/2018,11.485120927536000,0.14779950736206900
Cali Cans,01/2019,7.44308181079666,-0.35193700982707300
Cali Cans,02/2019,9.113885653819740,0.22447742554696500
Cali Cans,03/2019,,-1
Cali Connection,09/2018,68.97759999388400,
Cali Connection,10/2018,78.80335714797460,0.14244852176593200
Cali Connection,11/2018,,-1
Cali Crusher,03/2020,68.2716333416412,
Cali Crusher,04/2020,,-1
Cali Crusher,05/2021,43.474100003008200,
Cali Crusher,06/2021,,-1
Cali Crusher,09/2021,30.2755551439293,
Cali Cubes,03/2019,9.40020453369666,
Cali Cubes,04/2019,10.387952123749300,0.10507724449099600
Cali Cubes,05/2019,7.42785819355948,-0.2849545218274860
Cali Cubes,06/2019,7.5750585111781300,0.019817330081272100
Cali Cubes,07/2019,7.468932087385220,-0.014009980732993800
Cali Cubes,08/2019,7.4684953812249600,-0.000058469692207441400
Cali Cubes,09/2019,7.016108446597520,-0.060572700595716900
Cali Cubes,10/2019,7.0882251804757600,0.010278737055898300
Cali Cubes,11/2019,7.105597792499940,0.0024509114174343200
Cali Cubes,12/2019,7.043713856399520,-0.008709180832855290
Cali Cubes,01/2020,,-1
Cali Flwr Farms,01/2021,4.248905170622240,
Cali Flwr Farms,02/2021,3.7958719037121100,-0.10662352976067600
Cali Flwr Farms,03/2021,,-1
Cali Flwr Farms,04/2021,4.6620002510410900,
Cali Flwr Farms,05/2021,4.250302180219990,-0.08830931974513830
Cali Flwr Farms,06/2021,4.390371550999370,0.0329551558548536
Cali Flwr Farms,07/2021,4.576154263642030,0.04231594307784210
Cali Flwr Farms,08/2021,4.508806505245520,-0.014717108409477900
Cali Flwr Farms,09/2021,4.4821286566231900,-0.00591683155870516
Cali Gold,09/2018,14.400674454186200,
Cali Gold,10/2018,15.667825927189800,0.08799250875608660
Cali Gold,11/2018,14.804195485574100,-0.05512126861946880
Cali Gold,12/2018,13.893107911205700,-0.0615425252426671
Cali Gold,01/2019,14.419410567777200,0.03788228378669180
Cali Gold,02/2019,14.109788838566100,-0.021472564898249300
Cali Gold,03/2019,14.68855291257170,0.041018620521360000
Cali Gold,04/2019,14.327482260444100,-0.024581771552090100
Cali Gold,05/2019,14.046611668929600,-0.019603625145637000
Cali Gold,06/2019,13.694588834460000,-0.025061049793826700
Cali Gold,07/2019,14.49226952455900,0.05824787437880110
Cali Gold,08/2019,14.697047647878900,0.014130162496144900
Cali Gold,09/2019,,-1
Cali Green Gold,11/2018,41.41294740886700,
Cali Green Gold,12/2018,45.738696182763200,0.10445401847853200
Cali Green Gold,01/2019,47.615172175033100,0.04102600530570030
Cali Green Gold,02/2019,41.44531393015510,-0.1295775687253140
Cali Green Gold,03/2019,42.928842058737200,0.03579483391251960
Cali Green Gold,04/2019,20.960649211820800,-0.5117350432340690
Cali Green Gold,05/2019,21.96080478242600,0.04771586798185060
Cali Green Gold,06/2019,36.27598606938900,0.6518513974687640
Cali Green Gold,07/2019,19.99106048508720,-0.44891751676031300
Cali Green Gold,08/2019,23.967843619263400,0.19892807273244700
Cali Green Gold,09/2019,33.258732122163800,0.3876397330727400
Cali Green Gold,10/2019,31.118952282899500,-0.06433738458232950
Cali Green Gold,11/2019,29.091839351963100,-0.06514078342059970
Cali Green Gold,12/2019,21.102414304090800,-0.274627704051762
Cali Green Gold,01/2020,15.139719588334300,-0.2825598355634880
Cali Green Gold,02/2020,17.656191080007800,0.16621651920241100
Cali Green Gold,03/2020,18.064445263943600,0.023122438021077900
Cali Green Gold,04/2020,16.817464530082800,-0.06902956141973400
Cali Green Gold,05/2020,16.471139169882100,-0.020593197005481500
Cali Green Gold,06/2020,27.481763204283300,0.6684798131348740
Cali Green Gold,07/2020,25.37797126303450,-0.07655229126349970
Cali Green Gold,08/2020,28.434228471954700,0.12042953226020500
Cali Green Gold,09/2020,25.86164801340030,-0.09047477623990380
Cali Green Gold,10/2020,27.01624571335490,0.04464517107944250
Cali Green Gold,11/2020,30.134312891580600,0.1154145254417950
Cali Green Gold,12/2020,30.065380367098500,-0.002287509415930260
Cali Green Gold,01/2021,30.850213619670200,0.02610421830653120
Cali Green Gold,02/2021,28.893212283420100,-0.06343558460815090
Cali Green Gold,03/2021,29.333480365649200,0.01523776857728490
Cali Green Gold,04/2021,29.9454015328438,0.020860844317376000
Cali Green Gold,05/2021,25.57293003175480,-0.14601478949258300
Cali Green Gold,06/2021,26.26431637228580,0.027035867210857400
Cali Green Gold,07/2021,24.74556884618780,-0.057825511411393700
Cali Green Gold,08/2021,23.331793727338700,-0.05713245582013890
Cali Green Gold,09/2021,21.437737735772500,-0.08117918466538310
Cali Heights,12/2020,26.21337989533280,
Cali Heights,01/2021,27.346279694113500,0.043218379442266000
Cali Heights,02/2021,29.102962228987900,0.06423844685726900
Cali Heights,03/2021,27.83045216242290,-0.0437244173480542
Cali Heights,04/2021,29.077891839124600,0.04482283181823360
Cali Heights,05/2021,29.1117150269831,0.0011631925741250300
Cali Heights,06/2021,29.107125681999700,-0.00015764598475724800
Cali Heights,07/2021,27.802279106420600,-0.04482911125731770
Cali Heights,08/2021,29.443557435744600,0.0590339490889079
Cali Heights,09/2021,28.194041234850400,-0.042437677703217100
Cali Kosher,06/2019,43.151551616728700,
Cali Kosher,07/2019,43.31011838681100,0.0036746481677110900
Cali Kosher,08/2019,38.858667882384500,-0.10278084360494500
Cali Kosher,09/2019,26.74246423022670,-0.31180182729965300
Cali Kosher,10/2019,14.394187816697700,-0.4617478893202330
Cali Kosher,11/2019,19.235026008361000,0.3363050596052240
Cali Kosher,12/2019,19.480060644891100,0.012738981295040000
Cali Kosher,01/2020,15.56709958073150,-0.2008700658324610
Cali Kosher,02/2020,21.274082136510400,0.36660538632661000
Cali Kosher,03/2020,15.731320420489200,-0.26054058080883000
Cali Kosher,04/2020,16.826815207256200,0.06963781535720080
Cali Kosher,05/2020,28.783951621277200,0.7106000907922720
Cali Kosher,06/2020,31.214906142458400,0.08445520452390540
Cali Kosher,07/2020,24.512327289627300,-0.21472365869824700
Cali Kosher,08/2020,13.635422550600400,-0.4437320296237100
Cali Kosher,09/2020,17.73779517729370,0.3008614226269610
Cali Kosher,10/2020,20.307238484657000,0.14485697245238300
Cali Kosher,11/2020,14.32015550903140,-0.2948250684182920
Cali Kosher,12/2020,18.764861589028300,0.31038113218768800
Cali Kosher,01/2021,20.649609215225200,0.10044026262889400
Cali Kosher,02/2021,19.363970295441300,-0.062259721546494500
Cali Kosher,03/2021,18.419126303991100,-0.048793918655859500
Cali Kosher,04/2021,19.430627786645600,0.05491582314820860
Cali Kosher,05/2021,23.931021982333400,0.23161342212426300
Cali Kosher,06/2021,21.58935811316510,-0.09785055861371060
Cali Kosher,07/2021,17.728538190828700,-0.1788297689120310
Cali Kosher,08/2021,21.00857754534580,0.1850146537301030
Cali Kosher,09/2021,18.908341010010000,-0.09997043021130250
Cali Kush Farms,09/2018,15.682998508454400,
Cali Kush Farms,10/2018,13.841403199931400,-0.11742622480836700
Cali Kush Farms,11/2018,8.153612831423680,-0.41092584952195500
Cali Kush Farms,12/2018,13.970303318032200,0.7133881147987890
Cali Kush Farms,01/2019,15.868150683343200,0.13584868718357000
Cali Kush Farms,02/2019,16.742869697169200,0.05512419381952030
Cali Kush Farms,03/2019,17.049905522257600,0.018338303447486200
Cali Kush Farms,04/2019,17.37843341942200,0.019268605138927200
Cali Kush Farms,05/2019,15.89789110293920,-0.08519423360843100
Cali Kush Farms,06/2019,15.651469408298900,-0.015500275668305900
Cali Kush Farms,07/2019,16.909400909338800,0.0803714634213766
Cali Kush Farms,08/2019,24.651695949886000,0.45786926941162500
Cali Kush Farms,09/2019,28.554126860651900,0.15830273579144500
Cali Kush Farms,10/2019,,-1
Cali Kush Farms,12/2019,1.8194164817068400,
Cali Kush Farms,01/2020,2.977882561446600,0.6367239669352580
Cali Kush Farms,02/2020,11.841908201051200,2.9766202852870800
Cali Kush Farms,03/2020,11.274948536359800,-0.04787739062536340
Cali Kush Farms,04/2020,,-1
Cali Kush Farms,05/2020,12.429213502621200,
Cali Kush Farms,06/2020,,-1
Cali Kush Farms,08/2020,11.52407000705470,
Cali Kush Farms,09/2020,13.752383880979500,0.19336170923646900
Cali Kush Farms,10/2020,11.869541797784800,-0.13691023312684300
Cali Kush Farms,11/2020,11.985641121230600,0.009781280981508670
Cali Kush Farms,12/2020,11.153015387554500,-0.06946860207596660
Cali Kush Farms,01/2021,12.418401108375500,0.11345682551760400
Cali Kush Farms,02/2021,12.35650099918300,-0.004984547418969180
Cali Kush Farms,03/2021,12.435766272063500,0.006414863955883560
Cali Kush Farms,04/2021,11.913054809326100,-0.04203291146695510
Cali Kush Farms,05/2021,12.4949966443742,0.0488490856763743
Cali Kush Farms,06/2021,13.310685414881800,0.06528123165802080
Cali Kush Farms,07/2021,12.009767508136300,-0.09773485483256810
Cali Kush Farms,08/2021,30.252323564981600,1.5189766200291900
Cali Kush Farms,09/2021,31.569719662798100,0.04354693929498480
Cali Lotus,02/2021,16.840704774559000,
Cali Lotus,03/2021,15.96898916567420,-0.05176241853023070
Cali Lotus,04/2021,16.488760227508600,0.03254877665967840
Cali Lotus,05/2021,16.606511951479900,0.007141332783462490
Cali Lotus,06/2021,16.323517991576800,-0.01704114390366860
Cali Lotus,07/2021,15.67515043639730,-0.03971984197977560
Cali Lotus,08/2021,15.98063065540460,0.019488184196176600
Cali Lotus,09/2021,16.63895078759710,0.041194878123904200
Cali Naturals,05/2020,9.734495456455850,
Cali Naturals,06/2020,9.838877759946710,0.010722928985665000
Cali Naturals,07/2020,8.839285355766020,-0.10159618084187900
Cali Naturals,08/2020,,-1
Cali Naturals,09/2020,6.633849026573690,
Cali Naturals,10/2020,,-1
Cali Rise,01/2021,6.502841108696640,
Cali Rise,02/2021,7.288537885944340,0.1208236160340670
Cali Rise,03/2021,6.746051395189110,-0.07443008450314870
Cali Rise,04/2021,6.936154581587290,0.028179919668823200
Cali Rise,05/2021,6.217777865874990,-0.10356988260026700
Cali Rise,06/2021,7.3628203011416900,0.18415621464237800
Cali Rise,07/2021,6.54556596761528,-0.11099745750954800
Cali Rise,08/2021,6.7827658663256000,0.036238256536391500
Cali Rise,09/2021,,-1
Cali Select,09/2020,8.566288835435900,
Cali Select,10/2020,9.031510426568330,0.05430841757377730
Cali Select,11/2020,6.990740143302760,-0.2259611279705960
Cali Select,12/2020,7.697309344995780,0.10107215934351800
Cali Select,01/2021,8.511556165049420,0.10578330473141300
Cali Select,02/2021,20.91397281332970,1.457126805930940
Cali Select,03/2021,,-1
Cali Select,04/2021,8.419775789580210,
Cali Select,05/2021,7.777359744892210,-0.07629847406186450
Cali Select,06/2021,8.186820862160690,0.052647830459094700
Cali Select,07/2021,10.478060906254400,0.27986932689388200
Cali Select,08/2021,9.353327759604440,-0.10734172636643000
Cali Select,09/2021,8.887338826082920,-0.049820656936032400
Cali Stick,10/2018,29.010180633709400,
Cali Stick,11/2018,,-1
Cali Stick,01/2019,26.52744008744130,
Cali Stick,02/2019,28.876736129177200,0.08856097814157510
Cali Stick,03/2019,31.046184246238100,0.07512788520683690
Cali Stick,04/2019,31.898718725069000,0.027460201616698600
Cali Stick,05/2019,31.9375000111406,0.0012157631284782000
Cali Stick,06/2019,,-1
Cali Stripe Concentrates,05/2020,55.06584353696580,
Cali Stripe Concentrates,06/2020,51.810147168222000,-0.059123699186742800
Cali Stripe Concentrates,07/2020,53.0215059485879,0.023380724560244500
Cali Stripe Concentrates,08/2020,53.10465429246420,0.0015682003441562900
Cali Stripe Concentrates,09/2020,54.43182135731330,0.024991539489928300
Cali Stripe Concentrates,10/2020,51.00076545398290,-0.063034008742927
Cali Stripe Concentrates,11/2020,51.853300927795700,0.016716130948701500
Cali Stripe Concentrates,12/2020,48.495200625940700,-0.06476155310789420
Cali Stripe Concentrates,01/2021,48.894689300091100,0.008237695050111360
Cali Stripe Concentrates,02/2021,50.9044335091761,0.04110352755797570
Cali Stripe Concentrates,03/2021,53.375167097909100,0.04853670728479040
Cali Stripe Concentrates,04/2021,51.5186886340822,-0.03478168902818440
Cali Stripe Concentrates,05/2021,49.852855475208100,-0.03233454117409540
Cali Stripe Concentrates,06/2021,50.43804557177720,0.01173834660002890
Cali Stripe Concentrates,07/2021,48.718930371841700,-0.03408369972403170
Cali Stripe Concentrates,08/2021,43.986434170638,-0.0971387541779652
Cali Stripe Concentrates,09/2021,42.086117353101200,-0.04320233847928760
Cali Valy Farm,02/2019,5.51429157525322,
Cali Valy Farm,03/2019,5.663514681132880,0.027061156241599000
Cali Valy Farm,04/2019,6.125513468265370,0.08157457217716100
Cali Valy Farm,05/2019,5.600376964731380,-0.08572938517800670
Cali Valy Farm,06/2019,,-1
Cali Valy Farm,07/2019,5.613111419149280,
Cali Valy Farm,08/2019,,-1
Cali Valy Farm,10/2019,5.504400215033940,
Cali Valy Farm,11/2019,6.1727347403534800,0.12141822890969100
Cali Valy Farm,12/2019,4.6092396055803100,-0.25329051069569200
Cali Valy Farm,01/2020,4.420267388717720,-0.04099856658217850
Cali Valy Farm,02/2020,5.105923239122270,0.15511637421632600
Cali Valy Farm,03/2020,5.013365403184050,-0.018127541602864200
Cali Valy Farm,04/2020,4.680266925495540,-0.06644209047219220
Cali Valy Farm,05/2020,4.639740787121670,-0.008658937410835910
Cali Valy Farm,06/2020,4.655352894495250,0.0033648662910036000
Cali Valy Farm,07/2020,4.767495891466960,0.024089043196771200
Cali Valy Farm,08/2020,6.732127952961420,0.4120888840220770
Cali Valy Farm,09/2020,5.454490506727210,-0.1897821097818240
Cali Valy Farm,10/2020,4.627597101830380,-0.15159865140052800
Cali Valy Farm,11/2020,5.891081004733440,0.2730323913469700
Cali Valy Farm,12/2020,5.4242483377510300,-0.07924397349269400
Cali Valy Farm,01/2021,5.986480603697070,0.10365164552535100
Cali Valy Farm,02/2021,4.574103258035430,-0.23592782457014900
Cali Valy Farm,03/2021,4.253923763652720,-0.0699983092467885
Cali Valy Farm,04/2021,4.318381667248500,0.015152576110209100
Cali Valy Farm,05/2021,4.573662316684160,0.059114888193362600
Cali Valy Farm,06/2021,4.233235506346120,-0.07443199492367550
Cali Valy Farm,07/2021,4.54443761086642,0.07351400697026520
Cali Valy Farm,08/2021,4.289645973358790,-0.05606670380915480
Cali Valy Farm,09/2021,5.2184854087777200,0.21653055781003100
CaliBliss,07/2020,20.954615431633800,
CaliBliss,08/2020,23.10588235839290,0.10266315474878100
CaliBliss,09/2020,18.981249976150800,-0.1785100572341430
CaliBliss,10/2020,17.106232366488300,-0.09878262032365210
CaliBliss,11/2020,16.21964556779080,-0.051828291566669300
CaliBliss,12/2020,,-1
Calibueno,09/2018,10.831991628980900,
Calibueno,10/2018,8.916879071389870,-0.17680151750368200
Calibueno,11/2018,7.839613919645960,-0.12081190550181900
Calibueno,12/2018,,-1
Calibueno,08/2019,7.4763062200324100,
Calibueno,09/2019,7.589632341564190,0.015158036361342400
Calibueno,10/2019,,-1
Calibueno,11/2019,8.705405099984000,
Calibueno,12/2019,8.699092528837660,-0.0007251323831378100
Calibueno,01/2020,8.261475884272490,-0.05030601101373150
Calibueno,02/2020,,-1
Calibueno,07/2020,9.159357295626050,
Calibueno,08/2020,8.634363697735830,-0.057317733214853700
Calibueno,09/2020,9.465121533679,0.09621529333551390
Calibueno,10/2020,,-1
Calibueno,03/2021,10.417574835781900,
Calibueno,04/2021,9.944321861415240,-0.04542832490544300
Calibueno,05/2021,9.097402350902880,-0.08516614026728940
Calibueno,06/2021,8.914285373405620,-0.02012849057721240
Calibueno,07/2021,10.219047333608100,0.14636753318387500
Calibueno,08/2021,9.85714237328971,-0.03541474547516420
Calibueno,09/2021,,-1
Califari,08/2020,25.552696293573100,
Califari,09/2020,,-1
Califari,10/2020,20.25924632593970,
Califari,11/2020,15.780837718868300,-0.22105504494198600
Califari,12/2020,13.613174405462000,-0.1373604717330420
Califari,01/2021,10.322436333711400,-0.2417318675084520
Califari,02/2021,,-1
Califari,04/2021,25.46671321992620,
Califari,05/2021,25.71833676487310,0.00988048763002481
Califari,06/2021,26.800008587943300,0.042058389426939200
Califari,07/2021,25.904856971647700,-0.03340116900926180
Califari,08/2021,27.507055111413000,0.06184933356392690
Califari,09/2021,26.017284337547800,-0.054159588070444400
California Bud Company,09/2018,8.96175446156563,
California Bud Company,10/2018,8.122200496543090,-0.0936818754210627
California Bud Company,11/2018,9.44996217448621,0.16347314727188000
California Bud Company,12/2018,5.996377692375410,-0.36546013818288900
California Bud Company,01/2019,8.094209406637090,0.34984982966118800
California Bud Company,02/2019,6.930117518673860,-0.14381786157011200
California Bud Company,03/2019,8.235707825640040,0.18839367491938500
California Bud Company,04/2019,17.8829090880611,1.17138702181574
California Bud Company,05/2019,17.818571373653600,-0.003597720823311500
California Bud Company,06/2019,5.249010969019950,-0.7054190900634660
California Bud Company,07/2019,6.168895610940110,0.17524913690396000
California Bud Company,08/2019,,-1
California Canna,07/2020,56.33957718458340,
California Canna,08/2020,56.940836007110300,0.010672050671537500
California Canna,09/2020,56.56316247190560,-0.006632736041275050
California Canna,10/2020,55.646133272015400,-0.016212481053294500
California Canna,11/2020,,-1
California CBD Company,02/2020,41.58283332696800,
California CBD Company,03/2020,41.00559256591470,-0.013881708264425800
California CBD Company,04/2020,43.78384619326540,0.06775304180484050
California CBD Company,05/2020,41.967350847458600,-0.04148779752670970
California CBD Company,06/2020,38.67315361652200,-0.07849428578206450
California CBD Company,07/2020,41.45676447289760,0.07197786050699310
California CBD Company,08/2020,,-1
California CBD Company,06/2021,45.87514448578030,
California CBD Company,07/2021,,-1
California Dab Company,10/2018,46.34637339990640,
California Dab Company,11/2018,44.58134589066080,-0.03808340070140390
California Dab Company,12/2018,36.601390601567900,-0.1789976307279830
California Dab Company,01/2019,44.08768733814530,0.20453585542885600
California Dab Company,02/2019,39.94735838092580,-0.09391123025945480
California Dab Company,03/2019,42.792287164192100,0.07121694396254790
California Dab Company,04/2019,46.411823205253900,0.08458384164356130
California Dab Company,05/2019,50.34406561052400,0.08472501474204110
California Dab Company,06/2019,49.86709312190800,-0.009474254469354530
California Dab Company,07/2019,48.79517276219000,-0.021495545310764200
California Dab Company,08/2019,50.3106340760578,0.0310576073017234
California Dab Company,09/2019,48.292406041979000,-0.04011533686949230
California Dab Company,10/2019,52.82895189078840,0.0939391142546492
California Dab Company,11/2019,51.970667774542900,-0.01624647254065850
California Dab Company,12/2019,47.04078156876440,-0.09485901214825920
California Dab Company,01/2020,50.500709689082000,0.0735516716545173
California Dab Company,02/2020,38.88476783343230,-0.2300154181429460
California Dab Company,03/2020,38.74998901646950,-0.003466108311102500
California Dab Company,04/2020,37.06497814880390,-0.043484163749039800
California Dab Company,05/2020,39.52240489050310,0.06630050426128600
California Dab Company,06/2020,40.288462719878100,0.019382874890769700
California Dab Company,07/2020,43.52837238890110,0.08041780326913430
California Dab Company,08/2020,41.27814270200190,-0.051695700146898200
California Dab Company,09/2020,42.41214672675300,0.027472263782257800
California Dab Company,10/2020,40.9566554396938,-0.034317793353787200
California Dab Company,11/2020,42.33600740456110,0.03367833506078990
California Dab Company,12/2020,42.231510813624100,-0.0024682674948185200
California Dab Company,01/2021,43.08810705861070,0.020283343609631700
California Dab Company,02/2021,45.11495023171630,0.0470395037393635
California Dab Company,03/2021,42.47053665967250,-0.05861501693921210
California Dab Company,04/2021,42.6752328066964,0.004819721226132950
California Dab Company,05/2021,42.66318797170110,-0.0002822441543521690
California Dab Company,06/2021,41.50166403186550,-0.027225437081871500
California Dab Company,07/2021,37.6526666694095,-0.09274320565798720
California Dab Company,08/2021,43.189276724901200,0.14704430111426500
California Dab Company,09/2021,37.4395646550309,-0.13312823241967500
California Dreamin',09/2018,8.876058133251420,
California Dreamin',10/2018,8.724739981585160,-0.01704790002438070
