Months,Brand,Total Sales ($)
07/2019,Omega Trees,"118,019.79719100000"
07/2019,One Drop Advantage,"1,391.22479"
07/2019,Orange Chronic,"1,857.917052"
07/2019,Orchid Essentials,"569,429.051518"
07/2019,Original Pot Co,"38,266.08483200000"
07/2019,Outco,"520,745.6280660000"
07/2019,Pacific Cultivation,"35,258.371121000000"
07/2019,Pacific Reserve ,"1,060,205.1607820000"
07/2019,Pacific Stone,"830,246.174659"
07/2019,Packwoods,"353,677.9641130000"
07/2019,Paleo Paw,"27,219.56046300000"
07/2019,Palms,"2,998.728807"
07/2019,Panacea,"34,995.52578300000"
07/2019,Papa & Barkley,"4,451,816.523933"
07/2019,Paper Planes Extracts,"68,385.48913900000"
07/2019,Party Time Farms,"153,092.51009000000"
07/2019,Pax Vaporizers,"547,364.4753610000"
07/2019,Peak Industries,"25,919.531354"
07/2019,Pearl Pharma,"59,572.09573600000"
07/2019,Phinest Cannabis,"16,268.769229000000"
07/2019,Pina,"202,150.012428"
07/2019,Pineapple Kush Farms,"38,867.706603000000"
07/2019,Platinum Vape,"1,669,758.3493250000"
07/2019,Plug and Play,"224,188.34061400000"
07/2019,Plus Products,"2,936,145.7655410000"
07/2019,Pop-Up Potcorn,"13,493.880852000000"
07/2019,Poseidon Estate,"68,226.92618000000"
07/2019,Potli,"6,008.44325"
07/2019,Potters Cannabis Co,"1,073,653.0036490000"
07/2019,Power Flower,"1,080.881207"
07/2019,Prana (CA),"348,699.9139140000"
07/2019,Pre Rolled,"5,217,332.265744950"
07/2019,Presidential Rx,"169,983.89168200000"
07/2019,Primacan,"1,512.8103410000000"
07/2019,Private Label,"1,598,214.1218600000"
07/2019,ProCana (CA),"167,971.6330450000"
07/2019,Professor Snook's,"21,391.618812"
07/2019,Proof,"276,063.4764600000"
07/2019,Prophet Cannabis,"10,799.313860000000"
07/2019,Puff Co.,"94,192.33422300000"
07/2019,Puff Preroll,"217,190.62989400000"
07/2019,Punch Edibles,"64,961.50067300000"
07/2019,Pure Beauty,"261,716.71935"
07/2019,Pure Plant Herbals,"87,817.63385400010"
07/2019,Pure Ratios ,"6,426.010946"
07/2019,Pure Vape,"759,533.486844999"
07/2019,PUREXTRACTS,"3,134,260.974181"
07/2019,Purple City Genetics ,"247,608.972961"
07/2019,Quarter Brands,"17,897.230603"
07/2019,Quim Rock,"49,955.472654000000"
07/2019,Rad Extracts,"193,707.18443700000"
07/2019,Randy's,68.660076
07/2019,Raw,"95,182.88477800000"
07/2019,Raw Garden,"11,350,143.781379000"
07/2019,Rebel Coast Winery,"14,034.743192"
07/2019,Rebel Grown,"91,638.98138800000"
07/2019,Red Phi,"86,142.76213300000"
07/2019,Rich Cannabis Company,"23,810.785107"
07/2019,Ritual,"19,711.678411"
07/2019,Riverview Farms,"106,072.88068100000"
07/2019,Roam,"55,686.86906400000"
07/2019,Root of it All,"71,772.73473"
07/2019,Roots,"604,860.8792700000"
07/2019,Rose Los Angeles,"17,176.088136000000"
07/2019,Rosette Wellness,"70,666.161484"
07/2019,ROVE Brands,"1,219,198.6378510000"
07/2019,Royal Budline,"16,906.631687"
07/2019,Royal Key Organics,"14,320.595122000000"
07/2019,Royal Reserve,"14,200.59649"
07/2019,Royal Tree (CA),"265,300.07529600000"
07/2019,Santa Cruz Canna Farms,"124,438.356275"
07/2019,Santa Cruz Ocean Grown,"76,235.82275700000"
07/2019,Santa Cruz Roots ,"74,986.61604200000"
07/2019,Santa Cruz Shredder,"30,590.656323000000"
07/2019,Santa Cruz Veterans Alliance,"424,145.1349570000"
07/2019,Satori Chocolates (CA),"352,907.6919140000"
07/2019,Saucey Farms ,"371,547.8022509990"
07/2019,Schedule 6,"27,574.851739000000"
07/2019,Seed 2 Soul (CA),"51,790.59557400000"
07/2019,Seeds-Clones,"396,438.86856100000"
07/2019,Select Oil,"12,345,354.303282000"
07/2019,Sense (CA),"132,907.39159800000"
07/2019,Sensi Chew (CA),"377,882.10396900000"
07/2019,Seven Leaves,"137,588.79370800000"
07/2019,SF Cultivator,"114,332.86602900000"
07/2019,SF Roots,"98,508.85505200000"
07/2019,Shake,"449,378.86065200000"
07/2019,SharpStone Grinders,"2,956.631598"
07/2019,Shazzam,"13,180.428173"
07/2019,Sherbinski,"491,291.57005300000"
07/2019,Shine Papers,"1,105.5988130000000"
07/2019,Shorty's,"192,175.59748200000"
07/2019,Sierra Nevada Cannabis Co,"118,003.774562"
07/2019,Silk Road,"32,258.79233600000"
07/2019,Simply Cannabis,"70,725.60730500000"
07/2019,Skunk Feather Concentrates,"143,433.617078"
07/2019,Smoke Stacks,"181,962.854389"
07/2019,Smokebuddy,"1,719.0366010000000"
07/2019,Smokiez,"1,641,396.80553"
07/2019,Smooth,"134,717.30167200000"
07/2019,SOG Army,"66,017.09159700000"
07/2019,SolDaze Snacks,"99,096.173578"
07/2019,Soma Rosa Farms,"78,391.834626"
07/2019,Somatik,"73,343.451811"
07/2019,Sonoma Pacific,"405,010.84967"
07/2019,Soul Sugar Kitchen (CA),"13,106.610744000000"
07/2019,Source Cannabis,"1,343,298.6485690000"
07/2019,Sovereign Wellness,"137,595.685555"
07/2019,Space Coyote,"116,321.677998"
07/2019,Space Gem Candy,"269,907.65028000000"
07/2019,Spherex,"7,673.049578"
07/2019,Spirulinex,564.443041
07/2019,Spliffin,"66,317.24537700000"
07/2019,Standard,"85,606.58682000000"
07/2019,Standard Extracts,"5,230.902220000000"
07/2019,Stash Logix,"9,362.724269000000"
07/2019,State Flower Cannabis,"876,007.830124"
07/2019,Stick E Vape,"194,700.0869680000"
07/2019,Sticky Fingers,"6,403.118536000000"
07/2019,Stiiizy,"2,103,906.7648910000"
07/2019,Stokes Confections,"11,682.998277000000"
07/2019,Stone Age Gardens,"3,228.568431"
07/2019,Storz and Bickel,"9,032.004131"
07/2019,Str8 Organics,"38,218.243067"
07/2019,Strawberry Rocks,"4,294.386709"
07/2019,Sublime Canna,"1,249,443.584572"
07/2019,Summit Boys,"222,970.99210200000"
07/2019,Sun Fire,"29,944.861952000000"
07/2019,Sunday Goods,"1,202,705.466564"
07/2019,Sunderstorm,"3,153,073.140881000"
07/2019,Sunrise Mountain Farms,"31,906.907729000000"
07/2019,Suprize Suprize,"19,331.407465000000"
07/2019,Surplus Cartridge Co,"77,563.53355800000"
07/2019,SVN10 Creations (CA),806.755893
07/2019,Swami Select,"68,552.595934"
07/2019,Sweet ReLeaf(CA),"70,703.73792300000"
07/2019,Sweetwater Pharms,"44,154.664765"
07/2019,Talking Trees Farms,"158,626.78766300000"
07/2019,Team Elite Genetics,"278,687.39429800000"
07/2019,Temple Extracts,"158,240.79288900000"
07/2019,Terp Boys,"57,774.99932200000"
07/2019,Terp Preservation Society,"6,040.95151"
07/2019,TerpX,"74,038.04591400000"
07/2019,Tetra Labs,"440,764.902576999"
07/2019,THC Design,"507,362.515844"
07/2019,The Bloom Brand,"1,174,272.180897000"
07/2019,The Classics RX,"318,930.71175400000"
07/2019,The Cure Company,"47,631.952893000000"
07/2019,The Hello Place,"9,649.143743"
07/2019,The Original Jack Herer,"673,530.516697"
07/2019,The Oz,"104,688.92551200000"
07/2019,The Plug LA,"34,483.505871"
07/2019,The Tinley Beverage Company,"3,808.576134"
07/2019,The Village,"50,261.86898000000"
07/2019,The Weed Brand,"58,846.847392000000"
07/2019,Therapy Tonics & Provisions,"16,514.00703800000"
07/2019,Think Hi,"10,266.534615"
07/2019,Three Kings Empire,"1,575.5084280000000"
07/2019,Tikun,"46,501.18253600000"
07/2019,Timeless Vapes,"9,616.987980000000"
07/2019,Tiny Trees,"15,603.704915000000"
07/2019,TKO Edibles,"28,051.93222300000"
07/2019,Toast,"7,063.920266"
07/2019,TOHQ,858.25095
07/2019,Topical,"88,649.40772000010"
07/2019,Tradecraft Farms,"3,588.782068000000"
07/2019,Triple 7,"496,840.782415"
07/2019,Triple J,"124,818.60503600000"
07/2019,Triples,"107,153.82835"
07/2019,Trokie,"43,245.01955600000"
07/2019,True Humboldt,"6,991.0252710000000"
07/2019,TRx Cannabis Powders,"1,797.7496570000000"
07/2019,Two Roots,"9,389.494249"
07/2019,Tyson Ranch,"192,225.01358300000"
07/2019,UKU,"10,287.053108"
07/2019,Up North Humboldt,"1,699,620.453377"
07/2019,Utopia Farms,"342,584.63362000000"
07/2019,UV Organics,"22,414.393380000000"
07/2019,Val's Organics,"57,915.34511200000"
07/2019,Valhalla,"441,069.75065900000"
07/2019,Velvet Swing,"10,980.448338"
07/2019,Verra Wellness,"6,350.942591000000"
07/2019,Vessel,"8,204.816146000000"
07/2019,Vet CBD,"577,208.967251"
07/2019,VetsLeaf,"9,613.005695000000"
07/2019,Viola Extracts,"1,268,074.316388"
07/2019,Vive,"294,536.2927640000"
07/2019,VVS Pens,"32,647.866126000000"
07/2019,W!NK,"5,033.813467"
07/2019,Wally Ranchers,"106,471.81246000000"
07/2019,West Coast Sunrise,"188,526.45705400000"
07/2019,West Coast Trading Company,"22,908.147271"
07/2019,Whoopi & Maya,"18,341.875474"
07/2019,Willie's Reserve,"649,736.537221"
07/2019,Willow Creekside Farms,"7,818.665983000000"
07/2019,Winberry Farms,"21,889.821897"
07/2019,Wonder Extracts,"106,756.649451"
07/2019,Wonder4Dogs,"1,742.2494300000000"
07/2019,WonderBrett,"125,990.16774100000"
07/2019,Woodland Reserve,"116,791.21038100000"
07/2019,WOX,"91,926.11429300000"
07/2019,Wu Goo,"15,315.956998000000"
07/2019,Wyld,"1,379,978.9956610000"
07/2019,Yak Edibles,"64,063.377481"
07/2019,Yocan,211.30138400000000
07/2019,Your Highness,"13,578.820271"
07/2019,Yummi Karma,"378,963.5434840000"
07/2019,Zeki,"29,980.134613000000"
07/2019,Zendo Edibles,"4,055.521823"
07/2019,Zig Zag,"12,428.703535000000"
07/2019,Zkittlez,"38,814.34362900000"
08/2019,1Lyfe,"37,091.498013000000"
08/2019,22 Red,"22,630.574118000000"
08/2019,3 Bros Grow,"120,435.066126"
08/2019,3 Leaf,"18,285.969875000000"
08/2019,3C Farms,"108,916.16565200000"
08/2019,454,"21,754.577756"
08/2019,710 Labs,"1,532,225.5064100000"
08/2019,Absolute Xtracts,"7,588,425.797021000"
08/2019,Aces Extracts,"102,462.27695500000"
08/2019,Acme Elixirs,"58,297.10073900000"
08/2019,AeroSpaced Grinders,"1,730.8327060000000"
08/2019,Afterglow,"17,882.127516000000"
08/2019,AiroPro,"937,565.3756060000"
08/2019,Albert Einstone's ,"22,944.970003000000"
08/2019,Alien Labs,"1,106,066.998532"
08/2019,Allegiance Wellness Center,"10,922.020351000000"
08/2019,Almora Farm,"200,249.69552700000"
08/2019,Alpine Vapor,"3,248.147677"
08/2019,Altai Brands,"63,050.191010000000"
08/2019,Alto,"2,811.6307190000000"
08/2019,Americanna (CA),"142,516.41039000000"
08/2019,Amplified,"187,212.75146200000"
08/2019,Antidote,"44,168.549164"
08/2019,Apex Solutions,"334,138.008361"
08/2019,ApotheCanna,"187,643.50220700000"
08/2019,Arcturus Cannabis,"206,476.47031700000"
08/2019,Artet,"12,191.323712000000"
08/2019,Artisan Canna Cigars,"17,805.655133"
08/2019,Aster Farms,"109,422.45192300000"
08/2019,Atlas Edibles,"181,005.45726500000"
08/2019,Aunt Zelda's,"36,990.4246"
08/2019,Autumn Brands,"717,376.538747"
08/2019,Awakened Topicals,"50,611.403816000000"
08/2019,AYA,"1,062.552143"
08/2019,Bacchus Farms,"5,041.402166"
08/2019,Bad Apple,"238,433.61847000000"
08/2019,Bae Vapes,"49,383.865347"
08/2019,Bakked,"96,215.64942200000"
08/2019,Banana Bros.,"2,787.860023"
08/2019,Barrett Farms,"2,014.60778"
08/2019,Be More Blunt,"30,957.880759"
08/2019,Bear Labs,"1,783.011605"
08/2019,Beboe,"320,000.817423"
08/2019,Bee Line Hemp Wick,804.9563540000000
08/2019,Beezle Extract & Creamery ,"1,437,211.4186850000"
08/2019,Besito,"6,509.644223000000"
08/2019,Bhang,"83,648.16444700000"
08/2019,Bic,"57,060.358815"
08/2019,Big Al's Exotics,"8,669.07257"
08/2019,Big Pete's Treats,"1,013,261.3716040000"
08/2019,Big Rock Farms,"127,797.33062300000"
08/2019,Bio Hazard Inc.,"31,639.346635000000"
08/2019,Bird Valley Organics,"80,686.093948"
08/2019,Biscotti,"244,039.98642100000"
08/2019,Blank Bar,"40,678.27605800000"
08/2019,Blessed Extracts,"132,138.95600900000"
08/2019,Bloom Farms,"4,468,857.914196000"
08/2019,Blue River Extracts,"60,268.72201500000"
08/2019,Branded,"7,850.587253"
08/2019,Brass Knuckles,"69,217.46639100000"
08/2019,Breez,"960,886.4941620000"
08/2019,Brite Labs,"629,157.0100790000"
08/2019,Brother David's,"205,806.921983"
08/2019,Brotherly Love Organics,"237,041.21053200000"
08/2019,Bubonic,"24,075.009989000000"
08/2019,Buddies,"54,078.832580000000"
08/2019,Cali Cubes,"12,487.003513"
08/2019,Cali Gold,"34,201.839480000000"
08/2019,Cali Green Gold,"16,585.70644"
08/2019,Cali Kosher,"115,714.30165100000"
08/2019,Cali Kush Farms,"118,793.43831300000"
08/2019,Calibueno,"5,987.179689000000"
08/2019,California Dab Company,"557,880.222215"
08/2019,California Dreamin',"49,885.132285"
08/2019,CaliHash,"78,551.63815600000"
08/2019,Caliva,"1,752,109.362276"
08/2019,Canna Bay Farms,"55,419.437761000000"
08/2019,Canna Hemp,"45,010.467727000000"
08/2019,Canna Stripe,"2,073.8740900000000"
08/2019,CannaDips,"12,418.381156"
08/2019,Cannamsterdam,"259,619.97117700000"
08/2019,Cannariginals,"38,438.861748000000"
08/2019,CannaStrips,"1,780.221289"
08/2019,Cannavis,"9,700.676925"
08/2019,Cannawrap,293.747398
08/2019,Canndescent,"2,910,206.9058840000"
08/2019,Care By Design ,"4,137,431.6446830000"
08/2019,Carter's Aromatherapy Designs,"37,530.022494"
08/2019,Caviar Gold,"425,563.1147740000"
08/2019,CBD Alive,"162,442.75771500000"
08/2019,CBD Living Water,"5,429.953963000000"
08/2019,CCELL,"250,391.44434800000"
08/2019,Cheeba Chews,"463,067.18104300000"
08/2019,Chemistry,"804,081.2989170000"
08/2019,Chil,"123,432.469496"
08/2019,Chill,"324,558.46737000000"
08/2019,Chingon Cannabis Co,"4,631.923544000000"
08/2019,Chong's Choice,"313,889.70208300000"
08/2019,Clarified Confections,"128,370.04136700000"
08/2019,Classix Strains,"190,761.321414"
08/2019,Claybourne Co.,"332,115.36760800000"
08/2019,Clear Concentrates,"2,669.4836780000000"
08/2019,Clipper Lighters,"21,696.666351"
08/2019,Cloud9 Cannabis,"93,955.73338600000"
08/2019,Clout King,"498,133.602631"
08/2019,Coast,"3,706.1528530000000"
08/2019,Coastal Sun Cannabis,"283,811.26098200000"
08/2019,Cocoa Meds,"17,437.093154000000"
08/2019,Concentrate,"1,404,278.116599000"
08/2019,Connected Cannabis Co.,"2,203,418.525204000"
08/2019,Cookies,"792,964.8338850000"
08/2019,Cosmic View,"75,271.02967400000"
08/2019,Cosmo D's Outrageous Edibles,"5,255.487249"
08/2019,CouchLock (CA),"30,525.825626"
08/2019,CQ,"370,373.6070980000"
08/2019,Craft Canna,"69,395.75781300000"
08/2019,Crafthouse,"44,220.08192000000"
08/2019,Cream of the Crop Gardens,"688,047.263861"
08/2019,CreednC,981.3539620000000
08/2019,Creme De Canna,"101,887.374029"
08/2019,Creme Genetics,"314,242.8019250000"
08/2019,Cresco Cannabis,"862,026.6349270000"
08/2019,Critical Concentrates,"47,695.336892"
08/2019,Crown Genetics,"256,555.0141310000"
08/2019,CRU Cannabis,"1,743,843.5315320000"
08/2019,Cut Creek Farms,"25,027.216936"
08/2019,Cyclone,928.9681950000000
08/2019,Cypher,"115,266.96365600000"
08/2019,Cypress Cannabis,"814,816.568711"
08/2019,D. Cosmo,"17,999.089634000000"
08/2019,Dab Face Concentrates,254.61629000000000
08/2019,Dabblicious (CA),"33,417.74412000000"
08/2019,Dark Heart Nursery,"67,804.01325400000"
08/2019,Davinci Vaporizer,"2,349.724683"
08/2019,Day Dreamers Chocolate,"265,473.3283190000"
08/2019,Decibel Gardens,"261,494.96641200000"
08/2019,Defonce,"93,727.58420900000"
08/2019,Delta 9,"47,981.204991"
08/2019,Devi,"17,823.977342000000"
08/2019,Devils Lettuce,"120,517.41293900000"
08/2019,Dime Bag (CA),"2,005,059.6430710000"
08/2019,Dip n' Dabs,"126,253.769688"
08/2019,District Edibles,"839,282.713863"
08/2019,Dixie,"231,271.12429900000"
08/2019,Dollar Dose,"54,217.18891300000"
08/2019,Dom Pen,"676,405.4068460000"
08/2019,Dosist,"2,493,337.7146470000"
08/2019,Doug's Varin,"38,299.138323"
08/2019,Dr. Delights,"65,298.537509000000"
08/2019,Dr. Kerklaan Therapeutics,"109,877.22421400000"
08/2019,Dr. Norm's,"121,803.18154700000"
08/2019,Dr. Raw Organics,"281,108.323557"
08/2019,Dr. Robb Farms,"1,949.481827"
08/2019,Drivn,"5,166.213344000000"
08/2019,Dynamic Processors,"41,387.658084"
08/2019,Eden Extracts,"249,861.17809500000"
08/2019,Edi Pure,"32,483.067183000000"
08/2019,Edibles,"371,244.66143500000"
08/2019,Eel River Organics,"489,845.33405100000"
08/2019,Elefante,"32,683.130497000000"
08/2019,Elements,"11,591.345469000000"
08/2019,Elyon Cannabis,"1,888,854.117574000"
08/2019,Ember Valley,"611,488.822535"
08/2019,Emerald Bay Extracts,"17,589.367615000000"
08/2019,Emerald Family Farms,"83,532.38314000000"
08/2019,Emerald Sky,"256,285.78977600000"
08/2019,Empress,"33,412.911837"
08/2019,Equilibrium Genetics,"14,824.745351"
08/2019,Eyce LLC.,"13,837.300109"
08/2019,Fade Company,"260,305.55384600000"
08/2019,Family First Farms,"37,023.330818"
08/2019,Farmaceuticals Company,"48,225.15393100000"
08/2019,Farmacy Phactory,"21,658.137028"
08/2019,Farmer Max,"52,324.10776700000"
08/2019,Feeling Frosty,"31,033.493313000000"
08/2019,Fiddler's Greens,"139,283.70497400000"
08/2019,Field Extracts,"253,361.69595200000"
08/2019,Fig Farms,"727,987.5386970000"
08/2019,Fiori,"72,279.60995700000"
08/2019,Fire AF,"32,583.78536600000"
08/2019,Fire King,"95,923.28693100000"
08/2019,Five Star Extracts,"11,194.076109000000"
08/2019,Flav,"564,253.4394680000"
08/2019,Flavor,"174,960.93562800000"
08/2019,Fleur D'Elite,"6,959.325889000000"
08/2019,FloraCal Farms,"416,960.1778730000"
08/2019,Floracy,"37,518.58218300000"
08/2019,Flow Kana,"3,489,071.4513000000"
08/2019,Flower,"31,814,020.75319200"
08/2019,Flwr,"57,327.314654"
08/2019,Flying Tiger Farm,"67,929.37408000000"
08/2019,Focus Concentrates,"84,435.51177800000"
08/2019,Fog City Farms,"146,991.665341"
08/2019,Foria,"124,267.50313100000"
08/2019,Formula 420,"1,259.699095"
08/2019,Foxworthy Farms,"550,832.104615"
08/2019,Friendly Farms,"375,457.590035"
08/2019,Frost Los Angeles,"34,795.031266000000"
08/2019,Fruit Slabs,"76,685.55509"
08/2019,Fun Uncle,"961,539.2670230000"
08/2019,Ganja Gold,"1,185,160.248098"
08/2019,Garden Society,"253,094.59369000000"
08/2019,Gardener's,"1,300.398636"
08/2019,Genius Products,"66,908.89471"
08/2019,Get Zen,"69,908.12362100000"
08/2019,Gilt,"40,362.47565000000"
08/2019,Glass House Farms,"61,750.572757"
08/2019,Gold Coast Gardens,"63,125.065281"
08/2019,Gold Drop,"370,405.4798140000"
08/2019,Gold Flora,"372,306.336636"
08/2019,Gold Seal Farms,"950,876.1317810000"
08/2019,Golden Barn,"52,188.610133"
08/2019,Goldenseed,585.893707
08/2019,Good Flower,"1,166,975.1522540000"
08/2019,Good Stuff Beverage Co,"72,867.076134"
08/2019,Gooniez,"31,954.587255"
08/2019,Grandiflora Genetics,"12,334.993927000000"
08/2019,Grav Labs,"35,742.692222"
08/2019,Green Bee,"2,967.679115"
08/2019,Green Peakz (CA),"6,721.418273000000"
08/2019,Greenfield Herbs,"36,329.906581000000"
08/2019,Grenco Science,"50,248.782213"
08/2019,Grizzly Peak Farms (CA),"1,476,996.343183"
08/2019,Guild Extracts,"361,043.91261600000"
08/2019,Gummi Cares,"136,741.961473"
08/2019,Habit,"33,181.390791"
08/2019,Half Lit,"13,411.154697000000"
08/2019,Hanu Labs,"2,541.759777"
08/2019,Happy Seed Edibles,"8,166.787490000000"
08/2019,Happy Sticks,"218,403.11670600000"
08/2019,Hash Bone,"53,338.871121000000"
08/2019,HeadStash Cannabis,"122,863.81031700000"
08/2019,Heady Flower Company,"27,068.303369"
08/2019,Heavenly Sweet Medibles,"114,878.74219400000"
08/2019,Heavy Hitters,"5,619,935.882353000"
08/2019,Helios,"27,174.363673"
08/2019,Hella Dank,"43,097.809625"
08/2019,Henry's Original,"2,720,154.8162560000"
08/2019,Herbology,"19,568.677913"
08/2019,Heshies,"19,077.386539"
08/2019,HIFI Edibles,"6,782.294330000000"
08/2019,Higgs,"63,680.181129000000"
08/2019,High Caliber Organics,"47,828.400136"
08/2019,High Garden,"883,704.5838230000"
08/2019,High Hemp Herbal Wraps,"14,383.816567"
08/2019,High Noon Collective,"1,818.289006"
08/2019,High Style,"11,012.601818000000"
08/2019,Highness Gardens,"111,109.46688000000"
08/2019,Highrize,"144,879.50571700000"
08/2019,Himalaya,"1,290,677.5801010000"
08/2019,Hollister Cannabis Co,"7,793.519172000000"
08/2019,Honey Pot,"41,424.646475"
08/2019,Honey Vape,"193,655.34011400000"
08/2019,HoneyButter,"18,913.140733"
08/2019,Honeydew Farms,"556,125.255492"
08/2019,HoneyStick,903.2251280000000
08/2019,Hotbox,"35,304.041385"
08/2019,House Weed,"298,710.25003000000"
08/2019,Humble Flower Company,"157,006.59423600000"
08/2019,Humboldt Apothecary,"181,541.1172360000"
08/2019,Humboldt Brothers,"1,327.0740520000000"
08/2019,Humboldt County Indoor,"542,185.0617940000"
08/2019,Humboldt Farms,"1,820,810.7436140000"
08/2019,Humboldt Harvest,"38,431.78274500000"
08/2019,Humboldt Seed Company,"91,770.407445"
08/2019,Humboldt Sky,"2,413.7622200000000"
08/2019,Humboldt Terp Council,"33,377.367251"
08/2019,Humboldt's Finest,"104,895.06569800000"
08/2019,Hush,"52,539.815934"
08/2019,I-Tal,"1,231.190699"
08/2019,IC Collective,"578,852.1447630000"
08/2019,Ice Box Flat Farms ,"42,559.606281"
08/2019,Ignite Cannabis Company,"36,822.41183000000"
08/2019,IncrediMeds,"20,162.977107"
08/2019,Infused Pre Roll,"403,980.8627120000"
08/2019,Infusio,"11,429.132287"
08/2019,Ionic,"192,229.117304"
08/2019,Iron Tree,"59,081.66383200000"
08/2019,Island Cannabis Company,"1,421,720.7622060000"
08/2019,Jade House Genetics,"2,941.773825"
08/2019,Jade Nectar,"493,280.13566100000"
08/2019,Jahlibyrd,"702,540.8850800000"
08/2019,Jambo Super Foods,"1,917.5712210000000"
08/2019,Jayden's Juice,"126,874.131659"
08/2019,Jeeter,"138,754.80177400000"
08/2019,JEF,"101,053.72354500000"
08/2019,Jefe,"9,507.563656000000"
08/2019,Jetty Extracts,"4,260,681.7304220000"
08/2019,Joiant,"3,988.4323330000000"
08/2019,Josh D,"190,109.298739"
08/2019,Juicy Jay's,880.511956
08/2019,Juna,"17,431.491016"
08/2019,Juniper,"238,697.85179"
08/2019,Kaizen Medicinals,"23,483.295249000000"
08/2019,Kama Tree,"16,742.839717"
08/2019,Kanebes,"182,189.62594900000"
08/2019,Kanehco,"161,367.96811000000"
08/2019,Keef Cola,"39,332.830554"
08/2019,Key,"90,072.61556500000"
08/2019,KGB Reserve,"97,367.34117"
08/2019,Khandi Edibles,"8,524.971912000000"
08/2019,Kikoko,"247,948.66865600000"
08/2019,Kin Slips,"281,881.7113200000"
08/2019,Kind County Farms,"13,141.537411000000"
08/2019,Kind Medicine,"223,994.451083"
08/2019,King Palm,"8,114.867197000000"
08/2019,Kingpen,"1,887,858.0755140000"
08/2019,Kingpin,336.288827
08/2019,Kings Garden,"2,688,824.643135000"
08/2019,Kiskanu,"6,347.990087"
08/2019,Kiva Confections,"5,697,484.673474000"
08/2019,Knbis,"471,166.03048600000"
08/2019,Kolas,"28,371.993028000000"
08/2019,Korova,"1,988,319.8947970000"
08/2019,Krush Kings,"86,562.929743"
08/2019,Kurvana,"3,521,447.7729170000"
08/2019,Kush Queen Cannabis,"62,929.84732500000"
08/2019,Kushy Punch,"2,861,880.7245600000"
08/2019,Kyndness,"24,386.937144000000"
08/2019,La Vida Verde,"35,310.495899"
08/2019,Lazy 8 Bakery,"28,139.502422"
08/2019,LEAF California,"24,100.03192000000"
08/2019,Leef Organics,"83,811.88238600000"
08/2019,Legacy Strains,"225,958.68045600000"
08/2019,Legion Of Bloom,"2,176,711.2383810000"
08/2019,Lemonnade,"68,941.593032"
08/2019,Lenitiv Labs,"15,191.621580000000"
08/2019,Leune,"27,218.588309"
08/2019,Level,"1,724,283.7422840000"
08/2019,Lift Ticket Laboratories,"255,938.96759000000"
08/2019,Lifted Organics,"34,193.93005000000"
08/2019,Lightly Lifted,"23,976.297005"
08/2019,Liquid Flower,"37,270.94505400000"
08/2019,LitHouse,"295,046.189065"
08/2019,Litlz,"104,007.94124700000"
08/2019,Littles,"432,274.326379"
08/2019,Loaded Co.,"31,680.014444000000"
08/2019,Lobo Cannagar,"160,493.47901400000"
08/2019,Lola Lola,"400,335.892516"
08/2019,Los Angeles Kush,"742,449.3146510000"
08/2019,Loudpack,"1,629,160.04337"
08/2019,Lowell Herb Company,"4,310,273.378583010"
08/2019,Loyal Oil Co.,"5,639.674067000000"
08/2019,Lumpy's,"176,512.04456700000"
08/2019,Lunchbox Alchemy,"36,712.295835"
08/2019,Luv Buds,"57,344.540872"
08/2019,Made From Dirt,"29,927.389380000000"
08/2019,Madrone Grown,"588,975.707137"
08/2019,Mama Lou,"12,235.086378"
08/2019,Manzanita & Madrone,"277,201.72602400000"
08/2019,Marley Natural,"1,113,683.1936160000"
08/2019,Marmello,"5,363.726383000000"
08/2019,Mary's Medicinals,"1,510,210.889965"
08/2019,Marygold,"120,279.01007700000"
08/2019,Maven,"698,309.5016440000"
08/2019,MC Farmaceuticals,"69,943.00837200000"
08/2019,Medicine Box,"2,617.315939"
08/2019,Medicone,"12,847.777435"
08/2019,Medix Oils,"6,457.069111000000"
08/2019,Mellow's,"40,963.906728"
08/2019,Mericanna,"30,007.80964"
08/2019,Mind Your Head,"166,881.793447"
08/2019,Mindset Organics,"16,999.354027000000"
08/2019,Mirth Provisions,"144,114.130731"
08/2019,Monterey Kush Co,"221,670.66718700000"
08/2019,Mood33,"12,947.914284000000"
08/2019,Moon Bar,"186,846.14004600000"
08/2019,Moon Lion Cannascience ,"43,739.47341000000"
08/2019,Mother Humboldt's,"13,410.786451000000"
08/2019,Mothership Cannabis Company,"6,241.377706"
08/2019,Moxie Seeds & Extracts,"882,016.1922180000"
08/2019,Mozen,"123,798.811611"
08/2019,Mr. Moxey's Mints,"119,922.87414700000"
08/2019,Mr. Natural,"2,726.9404640000000"
08/2019,Ms. Gloria,"39,989.278676000000"
08/2019,My Best Bud,"22,478.132913"
08/2019,Mychron,"60,020.244465000000"
08/2019,N-Fuzed,"6,143.320348"
08/2019,Nano Bioderm,"5,930.619716"
08/2019,Nasha Extracts,"611,993.3036540000"
08/2019,Nativ,"223,709.60362700000"
08/2019,Native Humboldt Farms,"5,209.831555000000"
08/2019,Nectar Collector,"1,806.450256"
08/2019,Neutron Genetics,"14,569.632402000000"
08/2019,New Frontier Brewing,139.515777
08/2019,New Leaf Family Farms,"23,285.015339"
08/2019,Newell's Botanicals ,"4,653.562597"
08/2019,Newport,604.103306
08/2019,Next Level Cannabis,"92,236.775929"
