Months,Brand,Total Sales ($)
08/2019,North Country Pharms,"9,581.391809000000"
08/2019,Northern Emeralds,"866,753.7620190000"
08/2019,NUG (CA),"850,549.0967570000"
08/2019,Nuvata,"117,953.32729600000"
08/2019,O.pen,"818,661.3265500000"
08/2019,Oasis,"7,657.741857000000"
08/2019,OCB Papers,"6,694.268972"
08/2019,Ocean Cannabis Company,"255,057.51649800000"
08/2019,Old Pal,"1,997,921.7227840000"
08/2019,OLO,"11,346.040593000000"
08/2019,Om Edibles,"393,029.350389"
08/2019,Omega Trees,"55,530.345693"
08/2019,Orange Chronic,834.1653780000000
08/2019,Orchid Essentials,"562,658.0066370000"
08/2019,Original Pot Co,"32,272.157235000000"
08/2019,Outco,"570,841.8462400000"
08/2019,Pacific Cultivation,"60,910.21744400000"
08/2019,Pacific Reserve ,"1,374,504.206183"
08/2019,Pacific Stone,"1,726,746.5943560000"
08/2019,Packwoods,"308,044.741954"
08/2019,Paleo Paw,"16,095.376908000000"
08/2019,Palms,399.18253400000000
08/2019,Panacea,"12,813.151104000000"
08/2019,Papa & Barkley,"4,537,607.083160000"
08/2019,Papa's Herb,"10,986.079053"
08/2019,Paper Planes Extracts,"79,754.13175500000"
08/2019,Party Time Farms,"131,675.46404800000"
08/2019,Passiflora,"54,561.549076000000"
08/2019,Pax Vaporizers,"500,031.47210000000"
08/2019,Peak Industries,"78,688.37154900000"
08/2019,Pearl Pharma,"57,162.70177300000"
08/2019,PFFN,"89,293.15414300000"
08/2019,Phinest Cannabis,"37,320.63632000000"
08/2019,Pina,"107,179.86198600000"
08/2019,Pineapple Kush Farms,"36,674.722145"
08/2019,Platinum Vape,"1,656,153.3726670000"
08/2019,Plug and Play,"266,879.21195200000"
08/2019,Plus Products,"3,479,664.1834690000"
08/2019,Pop-Up Potcorn,"15,185.385665"
08/2019,Poseidon Estate,"14,680.192704000000"
08/2019,Potli,"6,950.4582660000000"
08/2019,Potters Cannabis Co,"1,486,222.0381570000"
08/2019,Power Flower,"7,422.741052000000"
08/2019,Prana (CA),"324,526.0578330000"
08/2019,Pre Rolled,"4,906,479.083144030"
08/2019,Presidential Rx,"178,145.860485"
08/2019,Pressies,"1,846.5191890000000"
08/2019,Primacan,"1,030.619773"
08/2019,Private Label,"1,596,440.2616290000"
08/2019,ProCana (CA),"148,018.44890400000"
08/2019,Professor Snook's,"16,713.961909"
08/2019,Proof,"303,841.8115580000"
08/2019,Puff Co.,"87,523.598706"
08/2019,Puff Preroll,"282,584.249346"
08/2019,Punch Edibles,"55,597.47272100000"
08/2019,Pure Beauty,"345,378.548951"
08/2019,Pure Plant Herbals,"82,437.682169"
08/2019,Pure Ratios ,"2,989.8113400000000"
08/2019,Pure Vape,"772,483.7127740010"
08/2019,PUREXTRACTS,"2,884,135.0753800000"
08/2019,Purple City Genetics ,"225,889.10118100000"
08/2019,Quarter Brands,"4,444.266632"
08/2019,Quim Rock,"67,500.228703"
08/2019,Rad Extracts,"224,317.89883100000"
08/2019,Radicle Herbs,"89,294.504803"
08/2019,Randy's,42.970859000000000
08/2019,Raw,"99,625.20155600000"
08/2019,Raw Garden,"12,587,304.78997400"
08/2019,Rebel Coast Winery,"14,876.230020000000"
08/2019,Rebel Grown,"21,029.469441000000"
08/2019,Red Phi,"84,195.48202500000"
08/2019,Remedi,"22,620.847658000000"
08/2019,Rich Cannabis Company,"24,483.413534000000"
08/2019,Ritual,"24,259.505193000000"
08/2019,Riverview Farms,"158,798.624493"
08/2019,Roam,"48,514.378466000000"
08/2019,Roam Supply Co,"1,274.013412"
08/2019,Root of it All,"58,699.197488000000"
08/2019,Roots,"198,990.89492600000"
08/2019,Rose Los Angeles,"23,981.989348000000"
08/2019,Rosette Wellness,"66,658.21635200000"
08/2019,ROVE Brands,"1,210,360.883109"
08/2019,Royal Budline,"39,002.28122500000"
08/2019,Royal Key Organics,"20,808.889465"
08/2019,Royal Reserve,"4,576.4896150000000"
08/2019,Royal Tree (CA),"370,184.20726400000"
08/2019,Santa Cruz Canna Farms,"136,923.334692"
08/2019,Santa Cruz Ocean Grown,"58,661.559286"
08/2019,Santa Cruz Roots ,"81,014.70639500000"
08/2019,Santa Cruz Shredder,"11,273.122961"
08/2019,Santa Cruz Veterans Alliance,"299,174.632778"
08/2019,Satori Chocolates (CA),"336,047.82271500000"
08/2019,Saucey Farms ,"447,757.81874100000"
08/2019,Schedule 6,"15,164.945944000000"
08/2019,Seed 2 Soul (CA),"26,814.742210000000"
08/2019,Seeds-Clones,"101,039.94209700000"
08/2019,Select Oil,"12,259,648.579987"
08/2019,Sense (CA),"228,609.85006000000"
08/2019,Sensi Chew (CA),"402,289.03229700000"
08/2019,Seven Leaves,"96,707.50948"
08/2019,Sexxpot,"4,081.8018410000000"
08/2019,SF Cultivator,"193,454.89433000000"
08/2019,SF Roots,"59,842.49632600000"
08/2019,Shake,"379,416.85742700000"
08/2019,SharpStone Grinders,"4,539.84332"
08/2019,Shazzam,"2,299.571534"
08/2019,Sherbinski,"352,480.94908700000"
08/2019,Shine Papers,"1,483.666547"
08/2019,Shoogies,"2,615.6953250000000"
08/2019,Shorty's,"370,696.413102"
08/2019,Sierra Nevada Cannabis Co,"30,241.436685"
08/2019,Silk Road,"22,249.975660000000"
08/2019,Simply Cannabis,"233,077.54678500000"
08/2019,Skunk Factory,"3,618.446258"
08/2019,Skunk Feather Concentrates,"175,977.135291"
08/2019,Smoke Stacks,"115,554.06400400000"
08/2019,Smokebuddy,"1,626.573125"
08/2019,Smokiez,"2,051,639.4790020000"
08/2019,Smooth,"117,150.85206900000"
08/2019,SOG Army,"54,125.31984900000"
08/2019,SolDaze Snacks,"70,808.36295100000"
08/2019,Soma Rosa Farms,"162,869.849542"
08/2019,Somatik,"81,376.83143900000"
08/2019,Sonoma Pacific,"299,446.68501"
08/2019,Soul Sugar Kitchen (CA),"15,773.396481"
08/2019,Source Cannabis,"1,387,529.147314"
08/2019,Space Coyote,"167,475.26257000000"
08/2019,Space Gem Candy,"244,270.959112"
08/2019,Spherex,344.436545
08/2019,Spirulinex,"2,133.196189"
08/2019,Splatter Lab Extracts,"17,932.464800000000"
08/2019,Spliffin,"36,126.89002"
08/2019,Stash Logix,"5,165.065406000000"
08/2019,State Flower Cannabis,"1,046,951.3603020000"
08/2019,Stick E Vape,"222,574.96140200000"
08/2019,Sticky Fingers,"3,792.038769"
08/2019,Stiiizy,"2,965,646.634100000"
08/2019,Stokes Confections,"9,526.360357"
08/2019,Storz and Bickel,"11,635.057571000000"
08/2019,Str8 Organics,"29,649.34988200000"
08/2019,Sublime Canna,"1,450,718.5274430000"
08/2019,Summit Boys,"362,126.0672200000"
08/2019,Sun Fire,"24,227.053798"
08/2019,Sun Roots Farm,"34,506.388613000000"
08/2019,Sunday Goods,"1,036,816.254782"
08/2019,Sunderstorm,"3,092,576.5722540000"
08/2019,Sunrise Mountain Farms,"9,496.838623000000"
08/2019,Suprize Suprize,"8,433.807842000000"
08/2019,Surplus Cartridge Co,"121,036.93821600000"
08/2019,Swami Select,"121,169.600415"
08/2019,Sweet ReLeaf(CA),"102,978.10300100000"
08/2019,Sweetwater Pharms,"62,842.519837"
08/2019,Talking Trees Farms,"84,887.691064"
08/2019,Team Elite Genetics,"103,025.71568300000"
08/2019,Temple Extracts,"160,306.95973500000"
08/2019,Terp Boys,"29,052.340828"
08/2019,Terp Preservation Society,"13,118.668322"
08/2019,TerpX,"49,792.574778000000"
08/2019,Tetra Labs,"396,271.3376560000"
08/2019,THC Design,"648,032.760422"
08/2019,The Bloom Brand,"1,355,161.6858510000"
08/2019,The Congo Club,"89,435.215815"
08/2019,The Cure Company,"26,806.560357"
08/2019,The Hello Place,"10,078.675393"
08/2019,The Original Jack Herer,"584,688.2421660000"
08/2019,The Oz,"161,881.33780800000"
08/2019,The Plug LA,"47,602.24306000000"
08/2019,The Tinley Beverage Company,"8,761.545468000000"
08/2019,The Weed Brand,"13,617.682376"
08/2019,Therapy Tonics & Provisions,"9,101.562722"
08/2019,Think Hi,"10,299.5456"
08/2019,Tikun,"74,905.81702000000"
08/2019,Timeless Vapes,"16,624.978773000000"
08/2019,Tiny Trees,"13,742.202449"
08/2019,TKO Edibles,"28,104.811053000000"
08/2019,Toast,"18,625.591467"
08/2019,TOHQ,"1,195.3711600000000"
08/2019,Top Notch Cannabis,"15,020.033951000000"
08/2019,Topical,"70,241.16612200000"
08/2019,Tree Lotion INC,"14,883.040612000000"
08/2019,Triple 7,"573,720.5970230000"
08/2019,Triple J,"131,047.24521600000"
08/2019,Triples,"58,737.043542"
08/2019,Trokie,"31,318.70762200000"
08/2019,True Humboldt,"3,658.4380230000000"
08/2019,TRx Cannabis Powders,"1,259.827448"
08/2019,Tutti,"36,993.398204"
08/2019,Two Roots,"11,193.472767"
08/2019,Tyson Ranch,"285,623.477892"
08/2019,UKU,"23,737.604518000000"
08/2019,Up North Humboldt,"1,786,244.9876300000"
08/2019,Utopia Farms,"311,043.57034"
08/2019,UV Organics,"23,742.246653000000"
08/2019,Val's Organics,"72,970.548943"
08/2019,Valhalla,"448,284.115356"
08/2019,Varavo,"5,806.2246590000000"
08/2019,Velvet Swing,"6,881.922538"
08/2019,Verra Wellness,"6,564.1613960000000"
08/2019,Vessel,"10,106.684564"
08/2019,Vet CBD,"526,401.869737"
08/2019,VetsLeaf,"6,657.731847000000"
08/2019,Viola Extracts,"810,527.3097660000"
08/2019,Vive,"265,887.26995800000"
08/2019,VVS Pens,"17,707.342163000000"
08/2019,W!NK,"3,570.989974"
08/2019,Wally Ranchers,"106,474.10542500000"
08/2019,West Coast Sunrise,"252,129.72452400000"
08/2019,West Coast Trading Company,"130,911.28867300000"
08/2019,Whoopi & Maya,"22,835.171791"
08/2019,WildLand Farm,"50,836.12779500000"
08/2019,Wilfred Cannabis,"4,832.130529"
08/2019,Willie's Reserve,"552,410.9312760000"
08/2019,Winberry Farms,"431,536.76042900000"
08/2019,Wonder Extracts,"117,073.650499"
08/2019,Wonder4Dogs,"5,351.825133"
08/2019,WonderBrett,"154,530.74286300000"
08/2019,Woodland Reserve,"203,053.75667700000"
08/2019,WOX,"117,404.079791"
08/2019,Wyld,"1,935,431.1279800000"
08/2019,Yak Edibles,"57,301.986989"
08/2019,Yocan,"1,682.281215"
08/2019,Your Highness,"32,586.612344000000"
08/2019,Yummi Karma,"388,854.6681370000"
08/2019,ZaxWax,"9,783.180987"
08/2019,Zeki,"5,775.952751000000"
08/2019,Zendo Edibles,"3,167.566157"
08/2019,Zig Zag,"12,645.593831000000"
08/2019,Zkittlez,"48,599.603260000000"
08/2019,Zuma Topicals,"9,874.926545"
09/2019,1Lyfe,"272,977.3527360000"
09/2019,22 Red,"22,343.538306000000"
09/2019,3 Bros Grow,"444,813.7817090000"
09/2019,3 Leaf,"15,910.540964000000"
09/2019,3C Farms,"83,075.505454"
09/2019,454,"37,337.101593"
09/2019,710 Labs,"1,476,360.8130960000"
09/2019,A Golden State,"118,324.713781"
09/2019,Absolute Xtracts,"6,245,292.008652010"
09/2019,Aces Extracts,"99,925.73462500010"
09/2019,Acme Elixirs,"57,963.82423300000"
09/2019,AeroSpaced Grinders,"1,333.510116"
09/2019,Afterglow,"20,840.584772000000"
09/2019,AiroPro,"622,056.0093930000"
09/2019,Albert Einstone's ,"46,918.28916000000"
09/2019,Alien Labs,"1,035,716.6747960000"
09/2019,Allegiance Wellness Center,"9,470.730036000000"
09/2019,Almora Farm,"204,010.99603000000"
09/2019,Alpine Vapor,"3,954.739675"
09/2019,Altai Brands,"43,561.92376800000"
09/2019,Alto,"2,843.3721620000000"
09/2019,Americanna (CA),"93,149.33520300000"
09/2019,Amplified,"200,783.77776000000"
09/2019,Antidote,"49,739.30464600000"
09/2019,Apex Solutions,"523,988.5302360010"
09/2019,ApotheCanna,"131,324.821264"
09/2019,Arcturus Cannabis,"243,992.90041"
09/2019,Artet,"12,785.037984000000"
09/2019,Artisan Canna Cigars,"7,593.513866000000"
09/2019,Aster Farms,"117,076.529958"
09/2019,Atlas Edibles,"141,069.99198400000"
09/2019,Aunt Zelda's,"35,959.685626000000"
09/2019,Autumn Brands,"788,048.1240410000"
09/2019,Awakened Topicals,"38,615.00813600000"
09/2019,Bacchus Farms,"4,089.2725510000000"
09/2019,Bad Apple,"162,002.06005600000"
09/2019,Bae Vapes,"24,193.553266000000"
09/2019,Bakked,"65,435.30250600000"
09/2019,Barrett Farms,"4,682.668908000000"
09/2019,BASKiN,"4,561.949404"
09/2019,Be More Blunt,"48,631.93570900000"
09/2019,Bear Labs,"20,149.418934"
09/2019,Beard Bros. Pharms,"3,200.3012080000000"
09/2019,Beboe,"266,323.9110080000"
09/2019,Bee Line Hemp Wick,628.8094730000000
09/2019,Beezle Extract & Creamery ,"1,291,609.4639520000"
09/2019,Besito,"7,767.709291000000"
09/2019,Bhang,"104,625.65535700000"
09/2019,Bic,"70,032.66030000000"
09/2019,Big Al's Exotics,"16,780.540101000000"
09/2019,Big Pete's Treats,"924,382.4367580010"
09/2019,Big Rock Farms,"18,815.199817"
09/2019,Bio Hazard Inc.,"28,505.230695"
09/2019,Bird Valley Organics,"82,380.26134000000"
09/2019,Biscotti,"303,252.3219210000"
09/2019,Blank Bar,"48,228.51307500000"
09/2019,Blessed Extracts,"151,683.8783900000"
09/2019,Bloom Farms,"4,336,543.138941990"
09/2019,Blue River Extracts,"64,074.23074100000"
09/2019,Branded,"12,699.393078000000"
09/2019,Brass Knuckles,"25,880.48999400000"
09/2019,Breez,"1,000,463.4462610000"
09/2019,Brite Labs,"347,281.7392820000"
09/2019,Brother David's,"200,016.02620900000"
09/2019,Brotherly Love Organics,"169,458.37554"
09/2019,Budder Bus,"9,455.43141"
09/2019,Buddies,"51,262.045551000000"
09/2019,Buddy Buddy,"41,699.460905"
09/2019,Cali Cubes,"11,923.686842000000"
09/2019,Cali Green Gold,"15,349.213848"
09/2019,Cali Kosher,"203,035.403746"
09/2019,Cali Kush Farms,"48,958.24740000000"
09/2019,Calibueno,"8,321.532404"
09/2019,California Dab Company,"328,772.83064500000"
09/2019,California Dreamin',"47,680.75089500000"
09/2019,CaliHash,"55,551.155466"
09/2019,Caliva,"1,330,738.5640060000"
09/2019,Canna Bay Farms,"56,258.24398800000"
09/2019,Canna Hemp,"28,175.11415800000"
09/2019,Canna Stripe,"2,470.9487020000000"
09/2019,CannaDips,"12,778.652962"
09/2019,CannaKids,"5,384.27505"
09/2019,Cannamsterdam,"211,214.33749300000"
09/2019,Cannariginals,"40,748.797734"
09/2019,Cannavis,"32,468.364419000000"
09/2019,Cannawrap,284.162735
09/2019,Canndescent,"2,920,631.7236560000"
09/2019,Care By Design ,"3,578,322.9431530000"
09/2019,Carter's Aromatherapy Designs,"31,528.02112600000"
09/2019,Caviar Gold,"256,451.9584830000"
09/2019,CBD Alive,"133,870.59937800000"
09/2019,CCELL,"127,849.532128"
09/2019,Cheeba Chews,"483,917.6412710000"
09/2019,Chemistry,"538,399.4431500000"
09/2019,Chil,"125,908.04139400000"
09/2019,Chill,"317,280.9014210000"
09/2019,Chong's Choice,"189,585.62408900000"
09/2019,Clarified Confections,"110,724.52552400000"
09/2019,Classix Strains,"268,923.65216500000"
09/2019,Claybourne Co.,"503,047.64798300000"
09/2019,Clipper Lighters,"15,160.220166"
09/2019,Cloud9 Cannabis,"77,429.892162"
09/2019,Clout King,"355,426.776635"
09/2019,Coastal Sun Cannabis,"449,928.6235760000"
09/2019,Cocoa Meds,"13,509.754450000000"
09/2019,Coda Signature,"65,938.07481900000"
09/2019,Concentrate,"1,719,174.220837000"
09/2019,Connected Cannabis Co.,"2,475,886.520102000"
09/2019,Cookies,"848,086.3276410000"
09/2019,Cosmic View,"83,075.37574900000"
09/2019,Cosmo D's Outrageous Edibles,"4,594.215872000000"
09/2019,CouchLock (CA),"54,774.829349000000"
09/2019,CQ,"319,982.1150180000"
09/2019,Craft Canna,"190,842.26191800000"
09/2019,Crafthouse,"5,780.630220000000"
09/2019,Cream of the Crop Gardens,"654,784.37667"
09/2019,Creme De Canna,"105,255.72201"
09/2019,Creme Genetics,"296,586.508231"
09/2019,Cresco Cannabis,"1,092,049.1804100000"
09/2019,Critical Concentrates,"60,007.740086000000"
09/2019,Crown Genetics,"267,007.630471"
09/2019,CRU Cannabis,"1,701,489.2847540000"
09/2019,Cyclone,822.545693
09/2019,Cypher,"22,321.106557000000"
09/2019,Cypress Cannabis,"1,026,870.2419640000"
09/2019,Dab Face Concentrates,791.2087330000000
09/2019,Dabblicious (CA),"24,304.470392000000"
09/2019,Dark Heart Nursery,"65,477.875125000000"
09/2019,Day Dreamers Chocolate,"258,617.53511100000"
09/2019,Decibel Gardens,"308,310.293296"
09/2019,Defonce,"109,899.41962400000"
09/2019,Delta 9,"76,200.49805800000"
09/2019,Devils Lettuce,"24,894.173651000000"
09/2019,Dime Bag (CA),"2,537,206.521722000"
09/2019,Dip n' Dabs,"89,265.28117900000"
09/2019,District Edibles,"738,292.9907490000"
09/2019,Dixie,"212,304.42928500000"
09/2019,Dollar Dose,"49,679.020007"
09/2019,Dom Pen,"531,373.272029"
09/2019,Dosist,"1,783,655.8065160000"
09/2019,Doug's Varin,"26,872.129621000000"
09/2019,Dr. Delights,"27,276.167930000000"
09/2019,Dr. Kerklaan Therapeutics,"113,222.51714100000"
09/2019,Dr. Norm's,"94,436.73187600010"
09/2019,Dr. Raw Organics,"241,883.53415900000"
09/2019,Dr. Robb Farms,"8,563.542601"
09/2019,Drivn,"39,347.12829700000"
09/2019,Eden Extracts,"245,426.65169900000"
09/2019,Edi Pure,"17,872.632441"
09/2019,Edibles,"420,449.2466790000"
09/2019,Eel River Organics,"360,943.29916100000"
09/2019,Elefante,"73,176.65693100000"
09/2019,Elements,"13,437.453207"
09/2019,Elyon Cannabis,"1,973,354.509459"
09/2019,Ember Valley,"1,451,302.6199790000"
09/2019,Emerald Bay Extracts,"15,124.750145000000"
09/2019,Emerald Family Farms,"73,013.169303"
09/2019,Emerald Sky,"210,126.38678300000"
09/2019,Empress,"15,363.224710000000"
09/2019,Equilibrium Genetics,"13,310.599212000000"
09/2019,Eureka Vapor,"19,029.790142"
09/2019,Eve Farms,"21,298.565265000000"
09/2019,Eyce LLC.,"12,766.102147"
09/2019,Fade Company,"216,672.38982100000"
09/2019,Farmaceuticals Company,"50,595.850282"
09/2019,Farmer Max,"133,130.98528500000"
09/2019,Farmer's Reserve,"25,221.182011000000"
09/2019,Feeling Frosty,"33,310.37559700000"
09/2019,Fiddler's Greens,"152,958.60023400000"
09/2019,Field Extracts,"269,630.832012"
09/2019,Fig Farms,"351,321.98454700000"
09/2019,Fiori,"38,745.271203000000"
09/2019,Fire AF,"4,979.651595000000"
09/2019,Fire King,"76,381.86813800000"
09/2019,Five Star Extracts,"17,774.485723000000"
09/2019,Flav,"428,636.94612900000"
09/2019,Flavor,"243,094.01360500000"
09/2019,Fleur D'Elite,"5,511.707556"
09/2019,FloraCal Farms,"428,951.17151400000"
09/2019,Floracy,"32,479.065901000000"
09/2019,Flow Kana,"3,194,298.407097000"
09/2019,Flower,"30,790,537.852177000"
09/2019,Flower by Edie Parker,"1,748.1411840000000"
09/2019,Flwr,"83,810.88371700000"
09/2019,Focus Concentrates,"58,612.33711200000"
09/2019,Fog City Farms,"143,444.63010000000"
09/2019,Foria,"114,475.00016800000"
09/2019,Formula 420,"1,256.822933"
09/2019,Foxworthy Farms,"467,352.21067200000"
09/2019,Friendly Farms,"322,225.23430500000"
09/2019,Fruit Slabs,"69,919.08712400000"
09/2019,Fun Uncle,"597,838.0767390000"
09/2019,Ganja Gold,"1,320,535.515273"
09/2019,Garden Society,"265,026.6207370000"
09/2019,Gas House (CA),"34,163.490942000000"
09/2019,Genius Products,"139,861.19247700000"
09/2019,Get Zen,"76,374.08153200000"
09/2019,Gilt,"41,240.20438200000"
09/2019,Glass House Farms,"18,172.047317000000"
09/2019,Gold Coast Gardens,"187,242.04527100000"
09/2019,Gold Drop,"334,230.68272200000"
09/2019,Gold Flora,"285,830.929553"
09/2019,Gold Seal Farms,"660,136.4083520000"
09/2019,Golden Barn,"55,105.831457"
09/2019,Goldenseed,"6,390.952638000000"
09/2019,Good Flower,"1,593,783.7995950000"
09/2019,Good Stuff Beverage Co,"48,103.291033"
09/2019,Gooniez,"28,899.220934000000"
09/2019,Grandiflora Genetics,"11,827.049556000000"
09/2019,Grav Labs,"27,950.581272000000"
09/2019,Green Bee,"3,132.1097150000000"
09/2019,Green Peakz (CA),"7,773.791289000000"
09/2019,Grenco Science,"21,774.238727000000"
09/2019,Grizzly Peak Farms (CA),"1,084,934.3850610000"
09/2019,Guild Extracts,"330,188.531977"
09/2019,Gummi Cares,"128,909.12098200000"
09/2019,Habit,"42,542.953985000000"
09/2019,Half Lit,"22,054.574006000000"
09/2019,Hanu Labs,"1,126.48544"
09/2019,Happy Seed Edibles,"6,185.119535000000"
09/2019,Happy Sticks,"147,200.69313500000"
09/2019,Hash Bone,"45,435.944758"
09/2019,HeadStash Cannabis,"87,712.93087400000"
09/2019,Heady Flower Company,"29,342.232796"
09/2019,Heavenly Sweet Medibles,"112,403.08297400000"
09/2019,Heavy Hitters,"4,141,791.959659000"
09/2019,Hella Dank,"61,068.09742300000"
09/2019,Henry's Original,"2,686,793.0179280000"
09/2019,Herbology,"12,004.835592000000"
09/2019,Heshies,"8,244.765571"
09/2019,HIFI Edibles,"7,398.763102000000"
09/2019,Higgs,"77,617.04625400000"
09/2019,High Caliber Organics,"66,881.437166"
09/2019,High Garden,"1,144,345.6279240000"
09/2019,High Hemp Herbal Wraps,"12,504.616046000000"
09/2019,High Noon Collective,984.553152
09/2019,High Style,"12,303.082447000000"
09/2019,Higher Veda,"5,881.026870000000"
09/2019,Highness Gardens,"111,601.16639200000"
09/2019,Highrize,"318,309.4582190000"
